CASENUM,VEH_NO,REGION,PSU,PJ,PSU_VAR,URBANICITY,STRATUM,PVE_FORMS,PNUMOCCS,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PTRLR1VIN,PTRLR2VIN,PTRLR3VIN,PSUSTRAT,WEIGHT
201700001771,2,4,56,211,211,1,9,1,0,3,14,30,14,0,2,0,12,481,12481,34,2006,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,2,5,12,0,0,0,777777777777,777777777777,777777777777,20,180.37024724
201700002422,2,3,70,138,70,2,10,1,0,7,19,11,14,0,2,0,20,461,20461,21,2007,1GCFG15X2712,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,4,2,5,12,0,0,0,777777777777,777777777777,777777777777,16,204.71692831
201700003378,2,3,59,504,59,1,8,1,0,7,14,0,14,0,2,0,63,36,63036,6,2009,KNAFG5269972,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,10,126.22298206
201700004004,2,4,49,262,49,1,3,3,1,3,17,40,14,0,2,0,30,42,30042,9,2009,WVED71K39W14,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,2,4,3,12,0,0,0,777777777777,777777777777,777777777777,21,27.870445436
201700004166,2,3,59,505,59,1,7,1,1,7,11,0,14,0,3,0,2,1,2001,6,2007,1J8FT47007D4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,132.29483644
201700005216,2,2,67,1919,67,1,10,1,0,4,99,99,14,0,2,0,47,35,47035,4,2007,YS3FD49Y0711,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,8,202.68214761
201700005677,2,3,82,2152,82,2,10,1,0,6,19,25,14,0,2,0,37,31,37031,2,2004,1HGEM22914L0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,19,200.99400511
201700005690,2,2,67,1919,67,1,8,1,0,4,9,11,14,0,2,0,20,36,20036,2,2003,2G1WW12E2392,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,8,120.5459308
201700005690,3,2,67,1919,67,1,8,1,0,4,9,11,14,0,2,0,54,38,54038,3,2002,JH4DC53812C0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,5,14,0,0,0,777777777777,777777777777,777777777777,8,120.5459308
201700005690,4,2,67,1919,67,1,8,1,0,4,9,11,14,0,2,0,20,37,20037,4,2006,1G1ZS51F76F3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,14,0,0,0,777777777777,777777777777,777777777777,8,120.5459308
201700005721,1,1,13,1207,13,1,7,1,0,7,9,36,14,0,2,0,55,399,55399,9,2014,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,8,5,12,0,0,0,777777777777,777777777777,777777777777,3,132.24071911
201700005792,2,3,82,2152,82,2,8,1,0,6,14,25,53,0,2,0,12,17,12017,4,2015,1FAHP2MK7FG1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,3,12,0,0,0,777777777777,777777777777,777777777777,19,115.07290369
201700005804,1,1,13,1208,13,1,10,1,0,7,18,39,14,0,2,0,49,399,49399,9,2006,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,8,5,12,0,0,0,777777777777,777777777777,777777777777,3,217.01269511
201700005862,2,3,55,1075,55,2,10,1,0,7,2,8,14,0,2,0,49,482,49482,34,2001,5TBRT38131S2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,81,2,5,12,0,0,0,777777777777,777777777777,777777777777,17,204.86934893
201700005948,2,4,24,171,24,2,5,1,0,6,19,34,14,0,2,0,98,998,98998,95,9999,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,24,21.316516102
201700005962,1,1,80,1800,80,1,10,1,0,7,6,15,14,0,2,0,7,499,7499,39,2010,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,8,12,0,0,0,777777777777,777777777777,777777777777,2,215.94887348
201700006138,2,3,51,1098,51,1,10,1,1,7,17,40,14,0,2,0,49,32,49032,4,2007,2T1BR32E57C7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,207.14701887
201700006218,2,3,51,1098,51,1,9,1,0,6,16,18,14,0,2,0,49,49,49049,6,2008,JTLKE50E4810,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,10,155.40726743
201700006218,3,3,51,1098,51,1,9,1,0,6,16,18,14,0,2,0,51,50,51050,6,2017,YV440MDU7H20,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,155.40726743
201700006956,2,3,75,1230,75,2,8,1,0,7,17,19,30,0,2,0,20,2,20002,4,2003,2G1WH52K4392,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,4,8,12,0,0,0,777777777777,777777777777,777777777777,19,117.84188177
201700006956,3,3,75,1230,75,2,8,1,0,7,17,19,30,0,2,0,49,32,49032,4,1998,2T1BR12E8WC0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,4,8,12,0,0,0,777777777777,777777777777,777777777777,19,117.84188177
201700007677,2,4,44,388,44,2,2,1,3,7,18,35,14,0,2,0,20,404,20404,14,2011,2CNFLCEC4B62,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,4,5,8,0,0,0,777777777777,777777777777,777777777777,25,23.029361188
201700008138,2,2,67,1919,67,1,10,1,0,4,19,27,14,0,2,0,41,45,41045,1,1999,JM1NB3537X01,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,2,5,12,0,0,0,777777777777,777777777777,777777777777,8,202.68214761
201700008395,2,3,33,1484,33,1,6,1,0,7,11,49,14,0,2,0,51,43,51043,6,2005,YV1SW6122524,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,11,52.893274628
201700008717,2,1,31,1709,31,1,3,1,0,6,23,20,14,0,2,0,37,399,37399,4,2000,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,8,12,0,0,0,777777777777,777777777777,777777777777,2,25.976829874
201700008980,2,2,58,3248,58,1,10,1,0,6,15,20,14,0,2,0,20,481,20481,34,1999,1GCEK14V8XE1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,5,12,0,0,0,777777777777,777777777777,777777777777,6,200.33342039
201700009110,2,2,58,3248,58,1,10,1,0,7,7,0,14,0,2,0,12,37,12037,4,2004,1FAFP34Z64W1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,2,5,12,0,0,0,777777777777,777777777777,777777777777,6,200.33342039
201700009602,2,2,58,3245,58,1,10,1,0,7,20,40,59,0,3,0,12,401,12401,14,2000,1FMZU72X3YZB,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,2,5,12,0,0,0,777777777777,777777777777,777777777777,6,200.33342039
201700009605,2,2,58,3245,58,1,6,1,0,7,16,10,14,0,2,0,37,32,37032,4,1999,1HGCG1652XA0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,5,12,0,0,0,777777777777,777777777777,777777777777,6,51.599028661
201700010091,2,3,65,2851,65,1,10,1,0,7,5,10,14,0,2,0,7,482,7482,34,2003,1D7HA18D73S2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,8,5,12,0,0,0,777777777777,777777777777,777777777777,13,205.9565289
201700010140,2,3,62,567,62,2,10,1,1,4,18,50,14,0,2,0,58,39,58039,6,2006,JNRASO8W56X2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,8,12,0,0,0,777777777777,777777777777,777777777777,18,202.93865087
201700010182,2,3,65,2851,65,1,5,1,2,7,3,55,14,0,2,0,20,37,20037,4,2011,1G1ZB5E11BF2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,8,5,12,0,0,0,777777777777,777777777777,777777777777,13,22.254810927
201700010214,3,2,45,1308,45,2,2,2,0,6,13,6,12,6,2,0,12,999,12999,79,2002,888888888888,0,99,999999999,99999999999,8,99,99,1,0,0,0,0,0,0,0,61,6,2,12,0,0,0,777777777777,777777777777,777777777777,9,19.623327151
201700010470,2,3,65,2851,65,1,10,1,0,7,13,50,14,0,2,0,35,402,35402,14,2004,5N1ED28T24C6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,5,12,0,0,0,777777777777,777777777777,777777777777,13,205.9565289
201700010521,2,1,31,1709,31,1,10,1,0,7,2,55,19,0,3,0,20,399,20399,2,1961,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,98,8,5,99,0,0,0,777777777777,777777777777,777777777777,2,216.86480122
201700010769,2,1,31,1710,31,1,4,1,0,7,17,24,14,0,2,0,12,499,12499,29,2006,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,8,12,0,0,0,777777777777,777777777777,777777777777,2,14.922978841
201700010769,3,1,31,1710,31,1,4,1,0,7,17,24,14,0,2,0,6,499,6499,15,2013,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,8,12,0,0,0,777777777777,777777777777,777777777777,2,14.922978841
201700010841,2,1,31,1714,31,1,4,1,7,7,13,12,14,0,2,0,12,499,12499,19,2004,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,2,12,0,0,0,777777777777,777777777777,777777777777,2,28.422637737
201700010844,2,1,31,1714,31,1,9,1,0,7,8,46,14,0,2,0,12,499,12499,19,2012,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,8,8,12,0,0,0,777777777777,777777777777,777777777777,2,159.59502612
201700010856,2,1,31,1721,31,1,10,1,0,7,2,32,14,0,2,0,2,499,2499,19,2004,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,8,5,12,0,0,0,777777777777,777777777777,777777777777,2,216.86480122
201700010930,2,2,67,1919,67,1,10,1,0,4,9,48,14,0,2,0,20,20,20020,4,1999,2G1WL52M2X91,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,777777777777,777777777777,777777777777,8,202.68214761
201700011021,2,3,17,1040,17,1,10,1,0,6,15,23,14,0,2,0,12,37,12037,4,2010,1FAHP3FNXAW1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,15,207.22614591
201700011213,2,3,17,1053,17,1,9,1,0,6,14,52,14,0,2,0,41,51,41051,4,2012,JM1BL1V72C16,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,2,5,12,0,0,0,777777777777,777777777777,777777777777,15,155.11247467
201700011284,2,3,17,1053,17,1,9,1,0,6,17,3,14,0,2,0,37,31,37031,4,2004,JHMES96654S0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,15,155.11247467
201700011718,2,3,38,573,38,1,10,1,0,5,8,30,14,0,2,0,63,441,63441,20,2010,KNDMG4C36A63,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,2,5,12,0,0,0,777777777777,777777777777,777777777777,14,208.6065467
201700011923,2,3,65,2851,65,1,2,1,0,7,8,2,8,0,2,0,53,705,53705,80,2000,JS1GN78A0Y21,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,13,23.546493198
201700011967,2,2,77,640,77,2,10,1,0,1,14,21,14,0,3,0,12,401,12401,14,2016,1FM5K8F85GGC,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,73,0,0,0,777777777777,777777777777,777777777777,9,169.4483539
201700012089,1,2,77,641,77,2,10,1,0,3,9,13,14,0,2,0,35,39,35039,4,2006,1N4BA41EX6C8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,9,169.44835389
201700012116,1,2,77,641,77,2,10,1,0,2,15,17,14,0,2,0,20,481,20481,34,2003,2GCEK19TX311,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,4,4,5,12,0,0,0,777777777777,777777777777,777777777777,9,169.44835389
201700012140,1,2,77,641,77,2,10,1,0,5,1,18,14,0,2,0,49,402,49402,14,2001,JTEHH20V4100,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,9,169.44835389
201700012155,2,2,77,641,77,2,10,1,0,3,15,0,14,0,2,0,7,482,7482,34,1994,1B7HF16Y6RS6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,777777777777,777777777777,777777777777,9,169.44835389
201700012169,2,2,77,641,77,2,9,1,0,1,19,11,1,0,2,0,20,481,20481,34,2016,3GCUKSEC7GG2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,9,138.29108707
201700012182,2,2,77,641,77,2,10,1,0,2,5,9,14,0,2,0,22,22,22022,4,2008,1G2ZH57N0842,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,8,12,0,0,0,777777777777,777777777777,777777777777,9,169.44835389
201700012182,3,2,77,641,77,2,10,1,0,2,5,9,14,0,2,0,7,25,7025,5,2009,1B3HB28A29D1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,9,169.44835389
201700012184,2,2,77,641,77,2,7,1,0,3,20,21,14,0,2,0,20,403,20403,14,2006,1GNDT13SX622,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,4,5,12,0,0,0,777777777777,777777777777,777777777777,9,139.4524398
201700012188,2,2,77,641,77,2,10,1,0,5,2,41,14,0,2,0,7,442,7442,20,2003,2D4GP74L23R1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,4,8,12,0,0,0,777777777777,777777777777,777777777777,9,169.44835389
201700012199,2,2,77,641,77,2,10,1,0,3,23,30,14,0,2,0,20,2,20002,4,2009,2G1WB57K7911,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,9,169.44835389
201700012202,2,2,77,641,77,2,6,1,0,3,13,23,14,0,2,0,20,498,20498,42,1977,CPY377330410,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,9,55.478102537
201700012215,2,2,77,641,77,2,8,1,0,5,1,24,14,0,2,0,14,401,14401,14,2004,4M2ZU86E04UJ,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,9,109.29405546
201700012215,3,2,77,641,77,2,8,1,0,5,1,24,14,0,2,0,20,481,20481,34,1991,1GCGK24K7ME1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,6,2,12,0,0,0,777777777777,777777777777,777777777777,9,109.29405546
201700012215,4,2,77,641,77,2,8,1,0,5,1,24,14,0,2,0,12,422,12422,15,1997,1FMFU18L6VLC,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,14,0,0,0,777777777777,777777777777,777777777777,9,109.29405546
201700012230,1,2,77,641,77,2,7,1,0,5,14,34,14,0,2,0,20,403,20403,14,2005,1GNDT13S0522,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,4,8,12,0,0,0,777777777777,777777777777,777777777777,9,139.4524398
201700012237,1,2,77,641,77,2,8,1,0,4,14,27,14,0,2,0,2,404,2404,14,2016,1C4PJMDB1GW3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,2,5,12,0,0,0,777777777777,777777777777,777777777777,9,109.29405546
201700012249,1,2,77,641,77,2,10,1,99,4,19,53,14,0,2,0,59,34,59034,4,2006,JTHCH96S5600,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,4,5,12,0,0,0,777777777777,777777777777,777777777777,9,169.44835389
201700012265,1,2,77,641,77,2,10,1,0,3,16,43,14,0,2,0,23,402,23402,14,2012,2GKALWEK3C61,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,2,5,12,0,0,0,777777777777,777777777777,777777777777,9,169.44835389
201700012304,2,2,77,687,77,2,10,1,0,4,2,0,14,0,2,0,20,25,20025,4,2014,1G1PC5SB3E73,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,6,2,12,0,0,0,777777777777,777777777777,777777777777,9,198.35730372
201700012308,1,2,77,687,77,2,10,1,0,1,18,30,14,0,2,0,22,20,22020,4,2004,2G2WS522X412,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,2,5,12,0,0,0,777777777777,777777777777,777777777777,9,198.35730372
201700012316,2,2,77,687,77,2,10,1,0,2,7,0,14,0,2,0,20,24,20024,6,2009,1GNEV23D99S1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,4,5,12,0,0,0,777777777777,777777777777,777777777777,9,198.35730372
201700012317,2,2,77,687,77,2,7,1,0,2,13,1,14,0,2,0,20,24,20024,6,2009,1GNEV23D99S1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,4,5,12,0,0,0,777777777777,777777777777,777777777777,9,258.56535967
201700012323,1,2,77,687,77,2,10,1,0,1,22,53,14,0,2,0,12,481,12481,34,2004,1FTPX14584NC,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,4,5,12,0,0,0,777777777777,777777777777,777777777777,9,198.35730372
201700012323,3,2,77,687,77,2,10,1,1,1,22,53,14,0,2,0,20,9,20009,2,2017,1G1FB1RX4H01,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,4,4,5,12,0,0,0,777777777777,777777777777,777777777777,9,198.35730372
201700012324,1,2,77,687,77,2,10,1,0,1,22,39,14,0,2,0,22,18,22018,4,2004,2G2WS522X412,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,2,5,12,0,0,0,777777777777,777777777777,777777777777,9,198.35730372
201700012329,2,2,77,687,77,2,10,1,0,2,15,50,14,0,2,0,20,481,20481,34,2003,1GCGK13U73F1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,9,198.35730372
201700012331,2,2,77,687,77,2,9,1,0,5,2,18,14,0,2,0,30,47,30047,3,2004,3VWCD31C84M4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,9,217.69683397
201700012338,2,2,77,625,77,2,7,1,1,1,5,3,14,0,2,0,51,881,51881,66,2017,4V4NC9EH0HN9,1,77,777777777,77777777777,3,6,1,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,1JJV532WX7L0,777777777777,777777777777,9,139.45243981
201700012379,2,4,64,305,64,1,10,1,0,3,18,47,14,0,2,0,7,422,7422,15,2013,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,83,2,5,12,0,0,0,777777777777,777777777777,777777777777,23,250.1436297
201700012759,2,4,49,261,49,1,10,1,2,4,15,45,14,0,2,0,48,45,48045,9,2015,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,21,236.35219773
201700013632,2,3,78,454,78,1,9,1,0,7,8,51,14,0,2,0,38,882,38882,61,2014,JALC4J169E70,0,77,777777777,77777777777,2,1,98,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,154.9625614
201700015977,2,4,56,211,211,1,10,1,0,4,15,30,14,0,2,0,35,47,35047,9,2015,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,20,242.7184756
201700016026,2,4,56,211,211,1,10,1,0,4,9,30,14,0,2,0,35,47,35047,9,2016,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,4,5,12,0,0,0,777777777777,777777777777,777777777777,20,242.7184756
201700016341,2,4,56,214,214,1,2,1,1,4,2,48,14,0,2,0,20,481,20481,34,2002,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,3,12,0,0,0,777777777777,777777777777,777777777777,20,27.561244315
201700016341,3,4,56,214,214,1,2,1,0,4,2,48,14,0,2,0,20,481,20481,34,1975,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,20,27.561244315
201700016453,2,4,56,214,214,1,10,1,1,4,17,20,14,0,2,0,37,32,37032,4,2002,1HGCG16562A0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,20,242.7184756
201700018760,2,4,64,305,64,1,9,1,0,4,20,45,14,0,2,0,12,499,12499,29,2015,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,82,2,5,12,0,0,0,777777777777,777777777777,777777777777,23,181.1682099
201700019290,2,4,49,261,49,1,10,1,0,5,5,41,14,0,2,0,20,32,20032,9,1995,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,2,5,12,0,0,0,777777777777,777777777777,777777777777,21,236.35219773
201700019290,3,4,49,261,49,1,10,1,0,5,5,41,14,0,2,0,23,498,23498,19,2002,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,2,5,12,0,0,0,777777777777,777777777777,777777777777,21,236.35219773
201700019290,4,4,49,261,49,1,10,1,0,5,5,41,14,0,2,0,54,37,54037,2,1997,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,21,236.35219773
201700019290,5,4,49,261,49,1,10,1,0,5,5,41,14,0,2,0,14,6,14006,9,2004,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,21,236.35219773
201700019796,2,4,68,295,68,1,10,1,0,4,16,45,14,0,2,0,49,40,49040,9,2013,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,2,5,12,0,0,0,777777777777,777777777777,777777777777,23,272.24071044
201700020695,2,4,56,211,211,1,9,1,0,5,8,7,14,0,2,0,20,499,20499,39,1999,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,20,180.37024724
201700020725,2,4,56,211,211,1,10,1,0,5,11,39,14,0,2,0,49,402,49402,14,2012,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,2,5,12,0,0,0,777777777777,777777777777,777777777777,20,242.7184756
201700021150,2,4,56,214,214,1,10,1,0,5,20,15,14,0,2,0,49,499,49499,34,1991,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,20,242.7184756
201700021301,2,4,56,214,214,1,10,1,0,5,99,99,14,0,2,0,38,882,38882,63,2000,4GTM7C130YJ7,0,6,457272,06457272,3,1,98,1,0,0,0,0,0,0,0,62,2,5,12,0,0,0,777777777777,777777777777,777777777777,20,242.7184756
201700021508,2,4,68,4055,68,1,2,1,0,4,5,58,14,0,2,0,23,481,23481,39,1988,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,4,3,12,0,0,0,777777777777,777777777777,777777777777,23,31.10264621
201700022967,3,3,59,503,59,1,10,2,0,8,10,0,12,7,2,0,20,421,20421,15,2017,1GNSCBKC2HR1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,209.92602099
201700023570,2,4,56,211,211,1,2,1,4,4,22,49,14,0,2,0,37,441,37441,20,2000,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,3,12,0,0,0,777777777777,777777777777,777777777777,20,27.561244315
201700024082,2,4,56,189,189,1,7,1,1,5,10,0,14,0,3,0,49,46,49046,5,2007,JTDKB20U5776,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,777777777777,777777777777,777777777777,20,153.08600421
201700024694,2,3,70,46,70,2,7,1,0,8,14,0,38,0,3,0,30,40,30040,4,2005,3VWSF71K65M6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,2,5,12,0,0,0,777777777777,777777777777,777777777777,16,128.46724866
201700026499,2,2,29,972,29,1,10,1,0,7,0,51,14,0,2,0,49,442,49442,20,2008,5TDZK23C28S1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,8,5,12,0,0,0,777777777777,777777777777,777777777777,7,202.05973921
201700026524,2,3,62,542,62,2,10,1,1,4,14,36,14,0,2,0,12,481,12481,34,2006,1FTPW14V36FB,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,1,2,8,12,0,0,0,777777777777,777777777777,777777777777,18,202.93865086
201700026706,2,3,51,1098,51,1,10,1,0,7,12,49,14,0,2,0,12,422,12422,15,2017,1FMJK1KT5HEA,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,81,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,207.14701887
201700026863,2,2,29,972,29,1,10,1,0,7,14,57,14,0,2,0,35,48,35048,2,2010,JN1AZ4EH2AM5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,8,5,12,0,0,0,777777777777,777777777777,777777777777,7,202.05973921
201700026922,2,3,65,2851,65,1,10,1,0,7,21,4,14,0,2,0,37,402,37402,14,2012,5J6RM4H75CL0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,1,8,5,12,0,0,0,777777777777,777777777777,777777777777,13,205.9565289
201700026980,2,3,17,1041,17,1,10,1,0,6,7,0,14,0,2,0,49,32,49032,4,2007,JTDBR32E3701,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,15,207.22614591
