CASENUM,VEH_NO,PER_NO,PSU,PJ,STRATUM,NMIMPAIR,URBANICITY,REGION,PSUSTRAT,PSU_VAR,WEIGHT
201600476479,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600476479,0,2,34,1688,2,0,1,1,1,34,23.654666824
201600476580,0,1,46,337,2,98,1,4,22,46,29.078645581
201600476686,0,1,46,337,2,9,1,4,22,46,29.078645581
201600476883,0,1,38,573,2,0,1,3,14,38,25.14664824
201600476888,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600477014,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600477116,0,1,31,1708,2,98,1,1,2,31,27.199225596
201600477728,0,1,59,504,2,98,1,3,10,59,40.571280897
201600478394,0,1,59,504,2,98,1,3,10,59,40.571280897
201600478985,0,1,59,504,2,98,1,3,10,59,40.571280897
201600479410,0,1,12,457,2,0,1,3,12,12,26.183018048
201600479897,0,1,59,504,2,98,1,3,10,59,40.571280897
201600480255,0,1,59,504,2,98,1,3,10,59,40.571280897
201600480671,0,1,34,1688,2,8,1,1,1,34,23.654666824
201600480707,0,1,25,2092,10,0,1,2,8,25,189.68926309
201600480766,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600480830,0,1,25,2092,2,10,1,2,8,25,82.605494504
201600480830,0,2,25,2092,2,10,1,2,8,25,82.605494504
201600481017,0,1,41,161,2,0,1,4,22,41,34.327036499
201600481043,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600481401,0,1,47,2034,2,0,2,2,9,47,68.513530167
201600481568,0,1,47,2034,2,10,2,2,9,47,68.513530167
201600481826,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600481911,0,1,27,892,2,0,1,2,6,27,23.77303521
201600482260,0,1,27,893,2,9,1,2,6,27,23.77303521
201600482397,0,1,27,896,2,0,1,2,6,27,32.281757605
201600482446,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600482488,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600482524,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600482562,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600482816,0,1,40,3106,2,9,1,3,15,40,46.042834217
201600483021,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600483232,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600483343,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600483407,0,1,40,3106,2,96,1,3,15,40,46.042834217
201600483444,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600483485,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600483557,0,1,40,3106,2,99,1,3,15,40,46.042834217
201600483587,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600483642,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600483766,0,1,40,3076,2,0,1,3,15,40,46.042834217
201600483913,0,1,40,3106,2,99,1,3,15,40,46.042834217
201600484028,0,1,40,3076,2,98,1,3,15,40,46.042834217
201600484121,0,1,40,3076,2,0,1,3,15,40,46.042834217
201600484143,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600484258,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600484316,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600484530,0,1,40,3106,2,9,1,3,15,40,46.042834217
201600484650,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600484765,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600484870,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600484947,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600485222,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600485372,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600485454,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600485558,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600485828,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600485934,0,1,40,3106,2,10,1,3,15,40,46.042834217
201600486085,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600486215,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600486229,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600486248,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600486339,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600486349,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600486409,0,1,40,3106,2,98,1,3,15,40,46.042834217
201600486449,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600486524,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600486550,0,1,51,1078,2,98,1,3,10,51,25.885392006
201600486801,0,1,27,905,2,0,1,2,6,27,57.028737987
201600486829,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600486878,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600486933,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600486947,0,1,34,1692,2,0,1,1,1,34,41.359978039
201600486963,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600486976,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600486985,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600487161,0,1,26,936,2,98,2,2,9,26,33.420983298
201600487191,0,1,26,936,2,0,2,2,9,26,33.420983298
201600487203,0,1,26,721,2,0,2,2,9,26,65.169189199
201600487770,0,1,78,454,2,98,1,3,10,78,28.205634142
201600488669,0,1,78,454,2,98,1,3,10,78,28.205634142
201600488669,0,2,78,454,2,98,1,3,10,78,28.205634142
201600489267,0,1,47,2001,2,0,2,2,9,47,79.355814519
201600489984,0,1,65,2857,2,0,1,3,13,65,28.37689823
201600490098,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600490491,0,1,29,970,2,98,1,2,7,29,23.303562556
201600490707,0,1,56,206,2,98,1,4,20,206,99.7642174
201600490827,0,1,82,2139,2,0,2,3,19,82,21.95172509
201600490857,0,1,41,159,2,9,1,4,22,41,34.327036498
201600490928,0,1,28,437,2,98,1,3,11,28,26.308637204
201600491705,0,1,28,448,2,98,1,3,11,28,26.308637203
201600491732,0,1,78,466,2,98,1,3,10,78,28.205634142
201600491747,0,1,78,453,2,98,1,3,10,78,28.205634142
201600492779,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600493186,0,1,78,452,2,98,1,3,10,78,28.205634142
201600493201,0,1,12,455,2,98,1,3,12,12,26.183018048
201600493387,0,1,28,432,2,98,1,3,11,28,26.308637204
201600494606,0,1,13,1208,2,98,1,1,3,13,67.587773663
201600494649,0,1,13,1207,2,99,1,1,3,13,67.587773662
201600495325,0,1,70,138,2,0,2,3,16,70,28.248233112
201600495415,0,1,47,2035,2,0,2,2,9,47,68.513530167
201600495479,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600495652,0,1,37,3200,2,0,2,4,24,37,42.093845655
201600495682,0,1,37,3200,2,0,2,4,24,37,42.093845655
201600495845,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600496231,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600496448,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600496863,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600496886,0,1,46,362,2,98,1,4,22,46,29.078645582
201600496901,0,1,81,3122,2,98,2,1,4,81,23.081104351
201600497229,0,1,67,1933,2,0,1,2,8,67,35.120395087
201600497234,0,1,67,1933,2,0,1,2,8,67,35.120395087
201600497257,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600497282,0,1,46,362,2,98,1,4,22,46,29.078645582
201600497311,0,1,67,1933,2,0,1,2,8,67,35.120395087
201600497371,0,1,67,1933,2,0,1,2,8,67,35.120395087
201600497404,0,1,67,1933,2,0,1,2,8,67,35.120395087
201600497691,0,1,34,1693,2,98,1,1,1,34,23.654666824
201600497691,0,2,34,1693,2,98,1,1,1,34,23.654666824
201600497691,0,3,34,1693,2,98,1,1,1,34,23.654666824
201600497698,0,1,67,1919,2,9,1,2,8,67,25.220769816
201600497700,0,1,46,338,2,98,1,4,22,46,75.578061876
201600497960,0,1,51,1078,2,0,1,3,10,51,25.885392006
201600497960,0,2,51,1078,2,0,1,3,10,51,25.885392006
201600498479,0,1,56,206,2,0,1,4,20,206,99.7642174
201600498552,0,1,60,245,2,99,1,4,21,60,54.432709771
201600498554,0,1,60,245,2,0,1,4,21,60,54.432709771
201600498559,0,1,60,245,2,0,1,4,21,60,54.432709771
201600498569,0,1,60,245,2,99,1,4,21,60,54.432709771
201600498572,0,1,60,245,2,99,1,4,21,60,54.432709771
201600498573,0,1,60,245,2,0,1,4,21,60,54.432709771
201600498588,0,1,60,245,2,0,1,4,21,60,54.432709771
201600498737,0,1,59,504,2,98,1,3,10,59,40.571280897
201600498907,0,1,38,573,2,0,1,3,14,38,25.14664824
201600499091,0,1,22,1260,2,0,2,1,5,22,13.21701319
201600499339,0,1,22,1259,2,0,2,1,5,22,19.72555952
201600499343,0,1,65,2857,2,0,1,3,13,65,28.37689823
201600499475,0,1,67,1933,2,0,1,2,8,67,35.120395087
201600499602,0,1,46,362,2,98,1,4,22,46,29.078645582
201600499961,0,1,46,362,2,98,1,4,22,46,29.078645582
201600500998,0,1,10,329,2,1,1,4,21,10,82.836785936
201600501018,0,1,27,893,2,0,1,2,6,27,23.77303521
201600501173,0,1,10,329,2,0,1,4,21,10,82.836785936
201600501368,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600501369,0,1,67,1928,2,0,1,2,8,67,17.22637785
201600501385,0,1,54,516,2,0,1,3,14,54,46.836180465
201600501414,0,1,80,1811,2,98,1,1,2,80,161.36321394
201600501426,0,1,26,936,2,0,2,2,9,26,33.420983298
201600501696,0,1,41,159,2,0,1,4,22,41,34.327036498
201600501784,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600502239,0,1,56,206,2,0,1,4,20,206,99.7642174
201600502456,0,1,75,1230,2,0,2,3,19,75,21.609418817
201600502478,0,1,75,1222,2,2,2,3,19,75,52.431646279
201600502573,0,1,10,322,2,0,1,4,21,10,50.453748631
201600502688,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600502922,0,1,34,1693,2,98,1,1,1,34,23.654666824
201600502958,0,1,67,1921,2,0,1,2,8,67,25.220769815
201600502986,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600503005,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600503005,0,2,34,1693,2,0,1,1,1,34,23.654666824
201600503198,0,1,62,543,2,0,2,3,18,62,26.001904084
201600503289,0,1,46,336,2,98,1,4,22,46,29.078645583
201600503705,0,1,76,2298,2,0,1,1,2,76,35.498906694
201600503709,0,1,38,573,2,0,1,3,14,38,25.14664824
201600503718,0,1,76,2298,2,0,1,1,2,76,35.498906694
201600503774,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600503808,0,1,67,1921,2,0,1,2,8,67,25.220769815
201600503822,0,1,60,234,2,0,1,4,21,60,54.432709774
201600503874,0,1,60,234,2,0,1,4,21,60,54.432709774
201600503883,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600503919,0,1,81,3119,2,98,2,1,4,81,23.08110435
201600503976,0,1,81,3119,2,98,2,1,4,81,23.08110435
201600504074,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600504185,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600504433,0,1,50,1634,2,0,2,1,4,50,18.165258853
201600504455,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600504806,0,1,56,205,2,0,1,4,20,205,99.7642174
201600505353,0,1,30,3296,2,0,1,3,14,30,23.759591509
201600505418,0,1,56,205,2,0,1,4,20,205,99.7642174
201600505982,0,1,56,205,2,98,1,4,20,205,99.7642174
201600506365,0,1,41,159,2,0,1,4,22,41,34.327036498
201600506537,0,1,12,456,2,98,1,3,12,12,22.785702909
201600507320,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600508545,0,1,65,2881,2,0,1,3,13,65,28.376898228
201600508695,0,1,65,2854,2,0,1,3,13,65,28.376898229
201600509136,0,1,41,161,2,99,1,4,22,41,34.327036499
201600509384,0,1,60,232,2,0,1,4,21,60,54.432709771
201600509521,0,1,29,966,2,98,1,2,7,29,23.303562556
201600509551,0,1,50,1634,2,0,2,1,4,50,18.165258853
201600509722,0,1,33,1472,2,0,1,3,11,33,28.259982016
201600509799,0,1,67,1920,2,0,1,2,8,67,25.220769815
201600510135,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600510224,0,1,50,1635,2,0,2,1,4,50,18.165258853
201600510461,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600510563,0,1,13,1208,2,0,1,1,3,13,67.587773663
201600511117,0,1,12,457,2,98,1,3,12,12,26.183018048
201600511353,0,1,78,464,2,98,1,3,10,78,28.205634142
201600511353,0,2,78,464,2,98,1,3,10,78,28.205634142
201600511484,0,1,75,1231,2,0,2,3,19,75,21.609418817
201600511552,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600512007,0,1,60,232,2,0,1,4,21,60,54.432709771
201600512108,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600512140,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600512214,0,1,50,1645,2,0,2,1,4,50,18.165258852
201600512214,0,2,50,1645,2,0,2,1,4,50,18.165258852
201600512225,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600512282,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600512531,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600512730,0,1,50,1646,2,0,2,1,4,50,18.165258853
201600512868,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600512979,0,1,29,966,2,98,1,2,7,29,23.303562556
201600513272,0,1,67,1919,2,7,1,2,8,67,23.617961644
201600513518,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600513531,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600513714,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600513727,0,1,34,1678,2,9,1,1,1,34,23.654666824
201600513746,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600513803,0,1,82,2152,2,99,2,3,19,82,21.95172509
201600513803,0,2,82,2152,2,99,2,3,19,82,21.95172509
201600513807,0,1,82,2152,2,0,2,3,19,82,21.95172509
201600513850,0,1,82,2137,2,0,2,3,19,82,21.95172509
201600513872,0,1,41,159,2,0,1,4,22,41,34.327036498
201600514122,0,1,41,159,2,99,1,4,22,41,42.223406895
201600514172,0,1,28,440,2,98,1,3,11,28,26.308637204
201600514241,0,1,78,466,2,98,1,3,10,78,28.205634142
201600514241,0,2,78,466,2,98,1,3,10,78,28.205634142
201600514284,0,1,78,453,2,98,1,3,10,78,28.205634142
201600514344,0,1,12,456,2,98,1,3,12,12,26.183018048
201600514753,0,1,28,437,2,98,1,3,11,28,26.308637204
201600514929,0,1,12,455,2,98,1,3,12,12,26.183018048
201600515223,0,1,28,441,2,98,1,3,11,28,26.308637204
201600515560,0,1,75,1230,2,0,2,3,19,75,21.609418817
201600515698,0,1,56,206,2,99,1,4,20,206,99.7642174
201600515956,0,1,75,1227,2,0,2,3,19,75,21.609418817
201600516088,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600516329,0,1,70,138,2,0,2,3,16,70,28.248233112
201600516501,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600516619,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600516683,0,1,29,972,2,0,1,2,7,29,37.111039552
201600516896,0,1,29,972,2,0,1,2,7,29,37.111039552
201600517104,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600517168,0,1,37,3200,2,0,2,4,24,37,42.093845655
201600517248,0,1,37,3202,2,9,2,4,24,37,42.093845655
201600517695,0,1,38,573,2,0,1,3,14,38,25.14664824
201600517896,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600517948,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600517973,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600518010,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600518053,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600518073,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600518110,0,1,34,1695,2,0,1,1,1,34,23.654666824
201600518172,0,1,41,161,2,0,1,4,22,41,34.327036499
201600520330,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600520419,0,1,34,1693,2,9,1,1,1,34,23.654666824
201600520419,0,2,34,1693,2,0,1,1,1,34,23.654666824
201600521096,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600521478,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600521883,0,1,41,159,2,0,1,4,22,41,34.327036498
201600522125,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600522178,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600522244,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600522260,0,1,34,1695,2,0,1,1,1,34,23.654666824
201600522276,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600522288,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600522648,0,1,28,437,2,98,1,3,11,28,26.308637204
201600522697,0,1,28,448,2,98,1,3,11,28,26.308637203
201600523311,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600523735,0,1,40,3076,2,0,1,3,15,40,46.042834217
201600523911,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600523984,0,1,67,1921,2,10,1,2,8,67,23.617961643
201600524246,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600524246,0,2,34,1684,2,0,1,1,1,34,23.654666824
201600524274,0,1,65,2855,2,0,1,3,13,65,28.37689823
201600524500,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600524585,0,1,34,1678,2,8,1,1,1,34,23.654666824
201600524738,0,1,67,1921,2,0,1,2,8,67,25.220769815
201600524788,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600524959,0,1,46,337,2,98,1,4,22,46,29.078645581
201600525188,0,1,27,893,2,0,1,2,6,27,23.77303521
201600525189,0,1,34,1693,2,98,1,1,1,34,23.654666824
201600525273,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600525318,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600525782,0,1,76,2298,2,9,1,1,2,76,35.498906694
201600525931,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600526219,0,1,57,2582,2,0,1,1,3,57,26.882985414
201600526569,0,1,28,432,2,98,1,3,11,28,26.308637204
201600527941,0,1,25,2087,2,0,1,2,8,25,24.661466901
201600527997,0,1,46,353,2,2,1,4,22,46,29.078645582
201600528128,0,1,27,893,2,0,1,2,6,27,23.77303521
201600528181,0,1,27,893,2,0,1,2,6,27,23.77303521
201600528932,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600528932,0,2,51,1098,2,0,1,3,10,51,25.885392006
201600529195,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600529659,0,1,56,206,2,0,1,4,20,206,99.7642174
201600529787,0,1,56,206,2,0,1,4,20,206,99.7642174
201600529958,0,1,12,457,2,98,1,3,12,12,26.183018048
201600530613,0,1,40,3076,2,0,1,3,15,40,46.042834217
201600531353,0,1,66,1766,2,0,1,1,1,66,33.720355088
201600531376,0,1,44,388,2,98,2,4,25,44,35.950176889
201600531523,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600531772,0,1,66,1763,2,98,1,1,1,66,33.720355088
201600531816,0,1,38,573,2,0,1,3,14,38,25.14664824
201600531837,0,1,31,1699,2,0,1,1,2,31,121.38736786
201600531912,0,1,66,1762,2,0,1,1,1,66,33.720355088
201600531931,0,1,66,1757,2,0,1,1,1,66,33.720355088
201600532006,0,1,66,1757,2,0,1,1,1,66,33.720355088
201600532078,0,1,29,970,2,0,1,2,7,29,23.303562556
201600532118,0,1,66,1750,2,0,1,1,1,66,33.720355088
201600532267,0,1,41,159,2,0,1,4,22,41,34.327036498
201600532604,0,1,38,573,2,0,1,3,14,38,25.14664824
201600532788,0,1,66,1766,2,0,1,1,1,66,33.720355088
201600532802,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600534108,0,1,41,163,2,0,1,4,22,41,34.327036498
201600534218,0,1,41,163,3,0,1,4,22,41,49.150023316
201600534260,0,1,41,163,2,99,1,4,22,41,34.327036498
201600534434,0,1,28,448,2,0,1,3,11,28,26.308637203
201600534447,0,1,78,454,2,0,1,3,10,78,28.205634142
201600534667,0,1,28,437,2,98,1,3,11,28,26.308637204
201600534835,0,1,12,457,2,98,1,3,12,12,26.183018048
201600534925,0,1,13,1208,2,0,1,1,3,13,67.587773663
201600535237,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600535664,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600537509,0,1,66,1763,2,0,1,1,1,66,33.720355088
201600537957,0,1,66,1762,2,0,1,1,1,66,33.720355088
201600538198,0,1,51,1078,2,0,1,3,10,51,25.885392006
201600538306,0,1,66,1757,2,0,1,1,1,66,33.720355088
201600538437,0,1,66,1757,2,0,1,1,1,66,33.720355088
201600538505,0,1,31,1709,2,0,1,1,2,31,47.55760805
201600538535,0,1,66,1766,2,0,1,1,1,66,33.720355088
201600538555,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600538578,0,1,31,1714,2,0,1,1,2,31,31.383473976
201600538613,0,1,66,1762,2,0,1,1,1,66,33.720355088
201600538630,0,1,66,1750,2,0,1,1,1,66,33.720355088
201600539292,0,1,12,455,2,98,1,3,12,12,26.183018048
201600539332,0,1,75,1230,2,0,2,3,19,75,21.609418817
201600539335,0,1,75,1230,10,0,2,3,19,75,205.52548782
201600539372,0,1,54,516,2,0,1,3,14,54,53.819386802
201600540232,0,1,25,2087,2,9,1,2,8,25,24.661466901
201600540246,0,1,66,1763,2,0,1,1,1,66,33.720355088
201600540542,0,1,66,1763,2,0,1,1,1,66,33.720355088
201600541508,0,1,66,1750,2,0,1,1,1,66,33.720355088
201600541543,0,1,66,1750,2,0,1,1,1,66,33.720355088
201600541874,0,1,22,1255,2,0,2,1,5,22,21.866355538
201600541905,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600542079,0,1,13,1207,2,98,1,1,3,13,67.587773662
201600542108,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600542405,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600542409,0,1,13,1191,2,0,1,1,3,13,67.587773663
201600542507,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600542646,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600542692,0,1,34,1695,2,0,1,1,1,34,23.654666824
201600542812,0,1,41,159,2,0,1,4,22,41,34.327036498
201600542979,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600543030,0,1,32,2803,2,0,2,3,17,32,28.336734601
201600543038,0,1,32,2803,2,0,2,3,17,32,28.336734601
201600543507,0,1,28,437,2,98,1,3,11,28,26.308637204
201600543716,0,1,75,1230,2,99,2,3,19,75,21.609418817
201600543926,0,1,25,2087,2,0,1,2,8,25,24.661466901
201600543944,0,1,81,3131,2,98,2,1,4,81,23.08110435
201600544343,0,1,46,336,2,98,1,4,22,46,29.078645583
201600544351,0,1,46,336,2,98,1,4,22,46,29.078645583
201600544355,0,1,46,336,2,98,1,4,22,46,29.078645583
201600544381,0,1,46,336,2,98,1,4,22,46,29.078645583
201600544429,0,1,46,336,2,98,1,4,22,46,29.078645583
201600544483,0,1,46,336,2,98,1,4,22,46,29.078645583
201600544667,0,1,34,1678,2,98,1,1,1,34,23.654666824
201600544964,0,1,15,2514,2,0,2,1,5,15,42.197538019
201600544991,0,1,34,1688,2,98,1,1,1,34,23.654666824
201600545009,0,1,81,3139,2,98,2,1,4,81,40.643028447
201600545009,0,2,81,3139,2,98,2,1,4,81,40.643028447
201600545082,0,1,81,3133,2,98,2,1,4,81,35.915034976
201600545350,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600545402,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600545505,0,1,54,516,2,0,1,3,14,54,53.819386802
201600545549,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600545644,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600545761,0,1,34,1695,2,0,1,1,1,34,23.654666824
201600545813,0,1,34,1695,2,0,1,1,1,34,23.654666824
201600545873,0,1,51,1114,2,99,1,3,10,51,25.885392005
201600545942,0,1,51,1114,2,0,1,3,10,51,25.885392005
201600545956,0,1,51,1098,2,98,1,3,10,51,25.885392006
201600545988,0,1,51,1078,2,0,1,3,10,51,25.885392006
201600546081,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600546110,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600546123,0,1,27,893,2,0,1,2,6,27,23.77303521
201600546161,0,1,15,2513,2,0,2,1,5,15,28.274250776
201600546239,0,1,30,3296,2,0,1,3,14,30,23.759591509
201600546657,0,1,28,440,2,98,1,3,11,28,26.308637204
201600546818,0,1,28,448,2,98,1,3,11,28,26.308637203
201600547253,0,1,75,1230,2,0,2,3,19,75,21.609418817
201600547462,0,1,56,206,2,0,1,4,20,206,99.7642174
201600547536,0,1,35,2793,2,0,1,3,13,35,29.749755234
201600547954,0,1,29,966,2,0,1,2,7,29,23.303562556
201600548093,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600548116,0,1,81,3122,2,98,2,1,4,81,23.081104351
201600548123,0,1,33,1484,2,9,1,3,11,33,28.259982016
201600548137,0,1,33,1482,2,0,1,3,11,33,28.259982016
201600548762,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600548925,0,1,72,1741,2,98,1,1,1,72,90.042657978
201600549129,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600549252,0,1,34,1695,2,0,1,1,1,34,23.654666824
201600549523,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600549612,0,1,32,2802,2,0,2,3,17,32,28.336734601
201600549892,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600549898,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600549905,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600549910,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600549922,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600550020,0,1,56,206,2,0,1,4,20,206,99.7642174
201600550701,0,1,12,455,2,98,1,3,12,12,26.183018048
201600550890,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600551551,0,1,25,2087,2,0,1,2,8,25,24.661466901
201600551748,0,1,25,2087,2,9,1,2,8,25,24.661466901
201600551876,0,1,41,159,2,0,1,4,22,41,34.327036498
201600552132,0,1,44,388,2,98,2,4,25,44,35.950176889
201600552136,0,1,44,388,2,98,2,4,25,44,35.950176889
201600552204,0,1,26,936,2,0,2,2,9,26,33.420983298
201600552461,0,1,32,2802,2,0,2,3,17,32,28.336734601
201600552747,0,1,47,2035,2,0,2,2,9,47,123.3949331
201600552965,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600553187,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600553293,0,1,31,1710,2,0,1,1,2,31,27.199225596
201600553426,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600553508,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600553880,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600553908,0,1,10,322,2,0,1,4,21,10,50.453748631
201600553929,0,1,10,322,2,99,1,4,21,10,50.453748631
201600553960,0,1,10,322,2,0,1,4,21,10,50.453748631
201600554525,0,1,56,206,2,0,1,4,20,206,99.7642174
201600554877,0,1,28,441,2,0,1,3,11,28,26.308637204
201600555672,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600556958,0,1,56,206,2,0,1,4,20,206,99.7642174
201600557078,0,1,56,206,2,0,1,4,20,206,99.7642174
201600557646,0,1,40,3076,2,0,1,3,15,40,46.042834217
201600557964,0,1,41,159,2,9,1,4,22,41,34.327036498
201600558276,0,1,12,457,2,98,1,3,12,12,26.183018048
201600559416,0,1,66,1766,2,0,1,1,1,66,33.720355088
201600559462,0,1,66,1763,2,0,1,1,1,66,33.720355088
