CASENUM,VEH_NO,PER_NO,PSU,PJ,STRATUM,NMIMPAIR,URBANICITY,REGION,PSUSTRAT,PSU_VAR,WEIGHT
201600248593,0,1,51,1098,2,98,1,3,10,51,25.885392006
201600248895,0,1,51,1078,2,0,1,3,10,51,25.885392006
201600248895,0,2,51,1078,2,0,1,3,10,51,25.885392006
201600249279,0,1,15,2513,2,0,2,1,5,15,28.274250776
201600249409,0,1,82,2152,2,0,2,3,19,82,21.95172509
201600249410,0,1,41,159,2,0,1,4,22,41,34.327036498
201600249700,0,1,28,440,2,98,1,3,11,28,26.308637204
201600249803,0,1,12,455,2,98,1,3,12,12,26.183018048
201600250322,0,1,12,457,2,98,1,3,12,12,26.183018048
201600250755,0,1,12,455,2,98,1,3,12,12,22.785702909
201600251237,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600251345,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600251555,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600251737,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600251874,0,1,51,1114,2,0,1,3,10,51,25.885392005
201600251919,0,1,44,388,2,0,2,4,25,44,35.950176889
201600252032,0,1,44,388,2,0,2,4,25,44,35.950176889
201600252420,0,1,56,206,2,0,1,4,20,206,99.7642174
201600252649,0,1,75,1230,2,98,2,3,19,75,21.609418817
201600252649,0,2,75,1230,2,98,2,3,19,75,21.609418817
201600253231,0,1,78,453,2,9,1,3,10,78,28.205634142
201600253703,0,1,30,3296,2,9,1,3,14,30,23.759591509
201600254020,0,1,34,1693,2,98,1,1,1,34,23.654666824
201600254087,0,1,37,3200,2,0,2,4,24,37,42.093845655
201600254125,0,1,37,3200,2,0,2,4,24,37,42.093845655
201600254261,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600254365,0,1,30,2199,2,0,1,3,14,30,23.759591509
201600254405,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600254433,0,1,34,1678,2,0,1,1,1,34,23.654666824
201600254460,0,1,82,2152,2,0,2,3,19,82,21.95172509
201600254539,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600254621,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600254660,0,1,46,362,2,0,1,4,22,46,29.078645582
201600254976,0,1,76,2298,2,0,1,1,2,76,35.498906694
201600255057,0,1,10,322,2,0,1,4,21,10,50.453748631
201600255380,0,1,30,2160,2,9,1,3,14,30,23.759591509
201600255970,0,1,12,457,2,98,1,3,12,12,26.183018048
201600256557,0,1,75,1231,2,0,2,3,19,75,21.609418817
201600256623,0,1,70,138,2,9,2,3,16,70,28.248233112
201600257173,0,1,60,232,2,0,1,4,21,60,54.432709771
201600257240,0,1,46,336,2,0,1,4,22,46,29.078645583
201600257297,0,1,24,170,2,0,2,4,24,24,37.251626333
201600257321,0,1,46,336,2,0,1,4,22,46,29.078645583
201600257759,0,1,17,1036,2,98,1,3,15,17,21.266132452
201600258169,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600258169,0,2,76,2286,2,0,1,1,2,76,22.428653642
201600258272,0,1,46,337,2,0,1,4,22,46,29.078645581
201600258331,0,1,46,337,2,0,1,4,22,46,29.078645581
201600258461,0,1,56,206,2,99,1,4,20,206,99.7642174
201600258461,0,2,56,206,2,0,1,4,20,206,99.7642174
201600258633,0,1,60,232,2,0,1,4,21,60,54.432709771
201600258752,0,1,75,1231,2,0,2,3,19,75,21.609418817
201600259215,0,1,35,2799,2,99,1,3,13,35,23.356904027
201600259231,0,1,46,353,2,0,1,4,22,46,29.078645582
201600259368,0,1,10,313,2,99,1,4,21,10,50.453748632
201600259785,0,1,10,313,2,0,1,4,21,10,50.453748632
201600259909,0,1,10,313,2,9,1,4,21,10,50.453748632
201600260035,0,1,46,353,2,0,1,4,22,46,29.078645582
201600260066,0,1,62,565,2,0,2,3,18,62,26.001904083
201600260268,0,1,10,313,2,0,1,4,21,10,50.453748632
201600260388,0,1,62,618,2,0,2,3,18,62,26.001904083
201600260402,0,1,62,618,2,0,2,3,18,62,26.001904083
201600260652,0,1,17,1053,2,98,1,3,15,17,24.436881848
201600261644,0,1,78,454,2,98,1,3,10,78,28.205634142
201600261932,0,1,78,464,2,98,1,3,10,78,28.205634142
201600262670,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600262682,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600262911,0,1,44,388,2,9,2,4,25,44,35.950176889
201600262931,0,1,17,1052,2,0,1,3,15,17,24.436881848
201600263073,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600263276,0,1,10,329,2,0,1,4,21,10,82.836785936
201600263555,0,1,57,2582,2,0,1,1,3,57,26.882985414
201600263770,0,1,56,206,2,0,1,4,20,206,99.7642174
201600264315,0,1,78,469,2,98,1,3,10,78,28.205634142
201600264423,0,1,34,1692,2,98,1,1,1,34,23.654666824
201600264487,0,1,24,174,2,0,2,4,24,24,37.251626333
201600264550,0,1,24,174,2,0,2,4,24,24,37.251626333
201600264656,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600264913,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600265023,0,1,51,1078,2,99,1,3,10,51,25.885392006
201600265154,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600265263,0,1,51,1078,2,99,1,3,10,51,25.885392006
201600265430,0,1,49,268,2,0,1,4,21,49,113.37016067
201600265532,0,1,51,1098,2,9,1,3,10,51,25.885392006
201600265882,0,1,55,1075,2,0,2,3,17,55,24.58288354
201600266443,0,1,34,1678,2,98,1,1,1,34,23.654666824
201600266496,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600266532,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600266565,0,1,51,1078,2,0,1,3,10,51,25.885392006
201600266642,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600266664,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600266717,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600266894,0,1,17,1053,2,98,1,3,15,17,24.436881848
201600266941,0,1,55,1056,2,0,2,3,17,55,93.882274086
201600267237,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600268159,0,1,40,3076,2,0,1,3,15,40,46.042834217
201600268371,0,1,12,457,2,98,1,3,12,12,26.183018048
201600268574,0,1,12,455,2,98,1,3,12,12,26.183018048
201600268574,0,2,12,455,2,98,1,3,12,12,26.183018048
201600268623,0,1,59,504,2,98,1,3,10,59,40.571280897
201600268865,0,1,60,250,2,0,1,4,21,60,113.22249947
201600268933,0,1,30,2160,2,99,1,3,14,30,20.676722308
201600270141,0,1,78,453,2,98,1,3,10,78,24.545879269
201600270287,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600270463,0,1,60,232,2,0,1,4,21,60,54.432709771
201600270676,0,1,51,1098,2,98,1,3,10,51,25.885392006
201600270690,0,1,22,1262,2,0,2,1,5,22,69.955471425
201600270928,0,1,48,91,2,0,1,3,12,48,82.517198754
201600271193,0,1,46,362,2,0,1,4,22,46,29.078645582
201600271324,0,1,46,362,2,9,1,4,22,46,29.078645582
201600271561,0,1,55,1075,2,0,2,3,17,55,24.58288354
201600271850,0,1,51,1098,2,98,1,3,10,51,25.885392006
201600271941,0,1,51,1098,2,98,1,3,10,51,25.885392006
201600271941,0,2,51,1098,2,98,1,3,10,51,25.885392006
201600271941,0,3,51,1098,2,98,1,3,10,51,25.885392006
201600272325,0,1,51,1114,2,98,1,3,10,51,25.885392005
201600272389,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600272928,0,1,59,505,2,98,1,3,10,59,40.571280897
201600273850,0,1,24,170,2,0,2,4,24,24,37.251626333
201600274111,0,1,51,1078,2,0,1,3,10,51,25.885392006
201600274458,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600275034,0,1,51,1098,2,98,1,3,10,51,25.885392006
201600275450,0,1,51,1098,2,98,1,3,10,51,25.885392006
201600275616,0,1,45,1308,2,0,2,2,9,45,81.866068296
201600275896,0,1,51,1078,2,0,1,3,10,51,25.885392006
201600276065,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600276224,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600276224,0,2,51,1098,2,0,1,3,10,51,25.885392006
201600276628,0,1,51,1098,2,9,1,3,10,51,25.885392006
201600277394,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600277779,0,1,33,1477,2,0,1,3,11,33,43.100122608
201600277820,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600277956,0,1,38,573,2,9,1,3,14,38,25.14664824
201600278293,0,1,17,1053,2,98,1,3,15,17,24.436881848
201600278801,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600278953,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600279293,0,1,56,206,2,0,1,4,20,206,99.7642174
201600279330,0,1,41,159,2,9,1,4,22,41,34.327036498
201600279818,0,1,59,506,2,98,1,3,10,59,40.571280897
201600280547,0,1,49,260,2,0,1,4,21,49,113.37016067
201600280639,0,1,49,260,2,0,1,4,21,49,113.37016067
201600280707,0,1,49,260,2,0,1,4,21,49,113.37016067
201600280774,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600280924,0,1,46,336,2,0,1,4,22,46,29.078645583
201600280933,0,1,46,336,2,0,1,4,22,46,29.078645583
201600280968,0,1,46,336,2,0,1,4,22,46,29.078645583
201600281122,0,1,17,1040,2,9,1,3,15,17,24.436881848
201600281662,0,1,56,206,2,0,1,4,20,206,99.7642174
201600282227,0,1,12,455,2,98,1,3,12,12,26.183018048
201600282537,0,1,15,2514,2,0,2,1,5,15,28.274250776
201600282549,0,1,35,2793,2,9,1,3,13,35,29.749755234
201600282673,0,1,15,2513,2,99,2,1,5,15,28.274250776
201600282743,0,1,35,2793,2,0,1,3,13,35,29.749755234
201600283098,0,1,46,353,2,0,1,4,22,46,29.078645582
201600283286,0,1,35,2799,2,0,1,3,13,35,23.356904027
201600283980,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600284025,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600284047,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600284355,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600284419,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600284960,0,1,41,159,2,0,1,4,22,41,34.327036498
201600285204,0,1,12,456,2,98,1,3,12,12,26.183018048
201600285635,0,1,12,457,2,98,1,3,12,12,26.183018048
201600285867,0,1,59,500,2,99,1,3,10,59,40.571280898
201600286295,0,1,28,440,2,98,1,3,11,28,26.308637204
201600286787,0,1,56,206,2,0,1,4,20,206,99.7642174
201600286787,0,2,56,206,2,0,1,4,20,206,99.7642174
201600286787,0,3,56,206,2,0,1,4,20,206,99.7642174
201600286965,0,1,56,206,2,0,1,4,20,206,99.7642174
201600287180,0,1,12,457,2,98,1,3,12,12,26.183018048
201600288527,0,1,57,2582,2,0,1,1,3,57,26.882985414
201600288734,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600289528,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600290940,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600291302,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600291307,0,1,60,232,2,0,1,4,21,60,54.432709771
201600291542,0,1,17,1036,2,9,1,3,15,17,24.436881848
201600292365,0,1,56,206,2,0,1,4,20,206,99.7642174
201600293161,0,1,12,455,2,98,1,3,12,12,26.183018048
201600293526,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600293628,0,1,82,2171,2,0,2,3,19,82,21.95172509
201600293644,0,1,82,2152,2,0,2,3,19,82,21.95172509
201600293716,0,1,82,2152,7,0,2,3,19,82,112.31115162
201600293716,0,2,82,2152,7,0,2,3,19,82,112.31115162
201600293721,0,1,82,2137,2,0,2,3,19,82,21.95172509
201600293880,0,1,46,336,2,0,1,4,22,46,29.078645583
201600293935,0,1,46,336,2,0,1,4,22,46,29.078645583
201600293944,0,1,46,336,2,0,1,4,22,46,29.078645583
201600294355,0,1,46,337,2,0,1,4,22,46,29.078645581
201600294395,0,1,46,337,2,0,1,4,22,46,29.078645581
201600294595,0,1,46,337,2,0,1,4,22,46,29.078645581
201600294684,0,1,25,1829,2,0,1,2,8,25,113.22897304
201600294781,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600295380,0,1,56,205,2,0,1,4,20,205,99.7642174
201600295380,0,2,56,205,2,0,1,4,20,205,99.7642174
201600296153,0,1,56,206,2,0,1,4,20,206,99.7642174
201600296369,0,1,78,466,2,98,1,3,10,78,28.205634142
201600296369,0,2,78,466,2,98,1,3,10,78,28.205634142
201600297584,0,1,62,543,2,0,2,3,18,62,26.001904084
201600297763,0,1,56,205,2,0,1,4,20,205,99.7642174
201600298282,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600298405,0,1,56,205,2,0,1,4,20,205,99.7642174
201600299554,0,1,56,206,2,0,1,4,20,206,99.7642174
201600299650,0,1,63,2906,2,0,2,3,16,63,26.068788355
201600299718,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600300005,0,1,67,1919,2,9,1,2,8,67,25.220769816
201600300100,0,1,44,388,2,99,2,4,25,44,35.950176889
201600300207,0,1,44,388,2,99,2,4,25,44,35.950176889
201600300372,0,1,46,362,2,0,1,4,22,46,29.078645582
201600300441,0,1,17,1053,2,98,1,3,15,17,21.266132452
201600300547,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600300547,0,2,17,1053,2,0,1,3,15,17,24.436881848
201600300816,0,1,82,2152,2,9,2,3,19,82,21.95172509
201600300900,0,1,28,440,2,98,1,3,11,28,26.308637204
201600300943,0,1,28,432,2,98,1,3,11,28,26.308637204
201600301599,0,1,82,2152,2,0,2,3,19,82,21.95172509
201600301673,0,1,49,260,2,0,1,4,21,49,113.37016067
201600301727,0,1,49,260,2,0,1,4,21,49,113.37016067
201600301858,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600302258,0,1,58,3248,2,99,1,2,6,58,26.598863564
201600302342,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600302443,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600302482,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600302567,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600302649,0,1,58,3248,2,9,1,2,6,58,26.598863564
201600303031,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600303185,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600303208,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600303265,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600303387,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600303489,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600303710,0,1,37,3202,2,6,2,4,24,37,42.093845655
201600304139,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600304321,0,1,54,525,2,98,1,3,14,54,171.43788914
201600304417,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600304599,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600304605,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600304634,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600305092,0,1,56,205,2,0,1,4,20,205,99.7642174
201600305529,0,1,56,205,2,99,1,4,20,205,99.7642174
201600306214,0,1,12,455,2,98,1,3,12,12,22.785702909
201600307435,0,1,24,170,2,0,2,4,24,24,37.251626333
201600307441,0,1,24,170,2,0,2,4,24,24,37.251626333
201600307771,0,1,46,336,2,0,1,4,22,46,29.078645583
201600308425,0,1,46,337,2,0,1,4,22,46,29.078645581
201600308743,0,1,41,163,2,0,1,4,22,41,34.327036498
201600308907,0,1,56,206,2,0,1,4,20,206,99.7642174
201600308980,0,1,41,159,2,99,1,4,22,41,34.327036498
201600310192,0,1,56,206,2,0,1,4,20,206,99.7642174
201600311081,0,1,78,466,2,98,1,3,10,78,28.205634142
201600311543,0,1,59,505,2,98,1,3,10,59,40.571280897
201600311817,0,1,75,1227,2,0,2,3,19,75,21.609418817
201600311874,0,1,40,3089,2,0,1,3,15,40,40.068655937
201600311962,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600312208,0,1,38,573,2,0,1,3,14,38,25.14664824
201600312208,0,2,38,573,2,0,1,3,14,38,25.14664824
201600312899,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600312959,0,1,56,206,2,0,1,4,20,206,99.7642174
201600313049,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600313753,0,1,56,205,2,0,1,4,20,205,99.7642174
201600314288,0,1,56,205,2,0,1,4,20,205,99.7642174
201600314454,0,1,56,205,2,0,1,4,20,205,99.7642174
201600315426,0,1,40,3076,2,0,1,3,15,40,46.042834217
201600315764,0,1,56,205,2,0,1,4,20,205,99.7642174
201600315849,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600316243,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600316400,0,1,63,2973,2,0,2,3,16,63,179.12643611
201600316457,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600316493,0,1,49,260,2,0,1,4,21,49,113.37016067
201600316702,0,1,46,338,2,0,1,4,22,46,75.578061876
201600316854,0,1,49,268,2,0,1,4,21,49,113.37016067
201600316876,0,1,10,315,2,0,1,4,21,10,82.836785936
201600316978,0,1,46,362,2,98,1,4,22,46,29.078645582
201600318016,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600318084,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600318128,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600318157,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600318656,0,1,58,3245,2,0,1,2,6,58,30.367934849
201600318661,0,1,58,3245,2,0,1,2,6,58,30.367934849
201600318664,0,1,58,3245,2,0,1,2,6,58,15.398393707
201600318681,0,1,58,3245,2,0,1,2,6,58,30.367934849
201600318722,0,1,58,3245,2,10,1,2,6,58,30.367934849
201600318959,0,1,58,3224,2,0,1,2,6,58,26.598863564
201600319320,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600319505,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600319634,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600319706,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600319952,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600319974,0,1,58,3248,2,9,1,2,6,58,26.598863564
201600320104,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600320276,0,1,58,3248,2,0,1,2,6,58,24.908475991
201600320351,0,1,58,3248,2,99,1,2,6,58,26.598863564
201600320386,0,1,58,3248,2,9,1,2,6,58,26.598863564
201600320402,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600320475,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600320576,0,1,58,3245,2,0,1,2,6,58,30.367934849
201600320579,0,1,58,3245,2,0,1,2,6,58,30.367934849
201600320916,0,1,58,3247,2,0,1,2,6,58,26.598863564
201600321143,0,1,58,3247,2,98,1,2,6,58,24.908475991
201600321319,0,1,58,3247,2,99,1,2,6,58,26.598863564
201600322136,0,1,41,159,2,9,1,4,22,41,34.327036498
201600322176,0,1,60,256,2,0,1,4,21,60,54.432709772
201600322227,0,1,60,250,2,0,1,4,21,60,113.22249947
201600322636,0,1,56,205,2,0,1,4,20,205,99.7642174
201600322636,0,2,56,205,2,0,1,4,20,205,99.7642174
201600323295,0,1,56,205,2,99,1,4,20,205,99.7642174
201600324034,0,1,12,455,2,98,1,3,12,12,26.183018048
201600324353,0,1,59,503,2,98,1,3,10,59,40.571280897
201600324377,0,1,78,464,2,98,1,3,10,78,28.205634142
201600324613,0,1,41,161,2,0,1,4,22,41,34.327036499
201600324695,0,1,41,161,2,0,1,4,22,41,34.327036499
201600324767,0,1,24,149,2,0,2,4,24,24,67.091301939
201600324791,0,1,47,1835,2,0,2,2,9,47,87.383591466
201600325444,0,1,10,329,2,0,1,4,21,10,82.836785936
201600325725,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600325959,0,1,24,173,2,0,2,4,24,24,37.251626333
201600326026,0,1,56,205,2,0,1,4,20,205,99.7642174
201600326114,0,1,56,205,2,0,1,4,20,205,99.7642174
201600327482,0,1,56,205,2,99,1,4,20,205,99.7642174
201600327860,0,1,56,205,2,99,1,4,20,205,99.7642174
201600328602,0,1,41,165,2,0,1,4,22,41,34.327036498
201600329052,0,1,48,91,2,0,1,3,12,48,82.517198754
201600329081,0,1,60,234,2,0,1,4,21,60,54.432709774
201600330406,0,1,24,170,2,0,2,4,24,24,37.251626333
201600330648,0,1,62,618,2,0,2,3,18,62,29.186414751
201600330728,0,1,24,170,2,0,2,4,24,24,37.251626333
201600330784,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600330868,0,1,56,206,2,98,1,4,20,206,99.7642174
201600331268,0,1,56,205,2,98,1,4,20,205,99.7642174
201600331900,0,1,12,457,2,98,1,3,12,12,26.183018048
201600332382,0,1,65,2881,2,98,1,3,13,65,28.376898228
201600332464,0,1,41,163,2,0,1,4,22,41,34.327036498
201600332503,0,1,24,170,2,0,2,4,24,24,37.251626333
201600332645,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600332645,0,2,58,3248,2,98,1,2,6,58,26.598863564
201600332645,0,3,58,3248,2,98,1,2,6,58,26.598863564
201600332800,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600332800,0,2,58,3248,2,0,1,2,6,58,26.598863564
201600332832,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600332913,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600333013,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600333085,0,1,58,3248,2,0,1,2,6,58,26.598863564
201600333470,0,1,46,336,2,0,1,4,22,46,29.078645583
201600333597,0,1,60,256,2,0,1,4,21,60,54.432709772
201600333742,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600333938,0,1,75,1230,2,98,2,3,19,75,21.609418817
201600334003,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600334165,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600334216,0,1,10,315,2,0,1,4,21,10,82.836785936
201600334287,0,1,10,315,2,0,1,4,21,10,82.836785936
201600334323,0,1,10,314,2,98,1,4,21,10,82.836785937
201600334427,0,1,35,2797,2,0,1,3,13,35,48.959933372
201600334594,0,1,25,2092,2,0,1,2,8,25,82.605494504
201600334849,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600334908,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600336542,0,1,41,159,2,0,1,4,22,41,34.327036498
201600336589,0,1,10,314,2,0,1,4,21,10,82.836785937
201600336619,0,1,10,315,2,98,1,4,21,10,82.836785936
201600336624,0,1,10,314,2,0,1,4,21,10,82.836785937
201600336689,0,1,63,2907,2,0,2,3,16,63,29.261490488
201600336847,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600336887,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600336963,0,1,41,161,2,0,1,4,22,41,34.327036499
201600337055,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600337196,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600337305,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600337350,0,1,60,232,2,0,1,4,21,60,54.432709771
201600337597,0,1,24,170,2,0,2,4,24,24,37.251626333
201600337704,0,1,76,2298,2,99,1,1,2,76,35.498906694
201600337773,0,1,24,170,2,0,2,4,24,24,37.251626333
201600337785,0,1,24,170,2,0,2,4,24,24,37.251626333
201600337821,0,1,24,170,2,99,2,4,24,24,37.251626333
201600337917,0,1,56,206,2,0,1,4,20,206,122.71333545
201600338184,0,1,28,432,2,98,1,3,11,28,26.308637204
201600338285,0,1,12,457,2,98,1,3,12,12,22.785702909
201600338344,0,1,12,457,2,98,1,3,12,12,26.183018048
201600338777,0,1,59,505,2,98,1,3,10,59,40.571280897
201600339074,0,1,28,448,2,98,1,3,11,28,26.308637203
201600339085,0,1,28,448,2,98,1,3,11,28,26.308637203
201600339182,0,1,12,455,2,98,1,3,12,12,26.183018048
201600339777,0,1,56,206,2,0,1,4,20,206,99.7642174
201600339995,0,1,28,437,2,98,1,3,11,28,26.308637204
201600340039,0,1,28,432,2,98,1,3,11,28,26.308637204
201600340679,0,1,44,388,2,0,2,4,25,44,35.950176889
201600340682,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600340909,0,1,44,388,2,98,2,4,25,44,35.950176889
201600340958,0,1,38,569,2,0,1,3,14,38,25.146648241
201600341102,0,1,37,3200,2,0,2,4,24,37,42.093845655
201600341325,0,1,66,1764,9,99,1,1,1,66,104.33847682
201600341372,0,1,48,85,2,0,1,3,12,48,82.517198754
201600341446,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600341512,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600341936,0,1,56,206,2,0,1,4,20,206,99.7642174
201600342149,0,1,70,46,2,99,2,3,16,70,31.707856662
201600343476,0,1,46,336,2,0,1,4,22,46,29.078645583
201600343924,0,1,24,170,2,0,2,4,24,24,37.251626333
201600343948,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600344209,0,1,24,170,3,0,2,4,24,24,42.692621452
201600344219,0,1,24,170,2,0,2,4,24,24,37.251626333
201600344395,0,1,56,206,2,0,1,4,20,206,99.7642174
201600344540,0,1,82,2152,2,0,2,3,19,82,21.95172509
201600344668,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600344693,0,1,49,260,2,0,1,4,21,49,113.37016067
201600344777,0,1,49,260,2,99,1,4,21,49,113.37016067
201600344840,0,1,49,260,2,0,1,4,21,49,113.37016067
201600344922,0,1,49,260,2,0,1,4,21,49,113.37016067
201600344949,0,1,49,260,2,0,1,4,21,49,113.37016067
201600345390,0,1,10,314,2,0,1,4,21,10,82.836785937
201600345590,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600345619,0,1,49,268,2,0,1,4,21,49,113.37016067
201600345672,0,1,49,260,2,9,1,4,21,49,113.37016067
201600345695,0,1,49,260,2,0,1,4,21,49,113.37016067
201600345745,0,1,49,260,2,99,1,4,21,49,113.37016067
201600346159,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600346189,0,1,46,369,2,0,1,4,22,46,55.400619858
201600346269,0,1,46,369,2,0,1,4,22,46,55.400619858
201600346386,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600347062,0,1,30,2197,2,0,1,3,14,30,23.759591509
201600347460,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600347681,0,1,57,2582,2,0,1,1,3,57,26.882985414
201600347774,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600348030,0,1,56,206,2,99,1,4,20,206,99.7642174
201600348112,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600348284,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600348501,0,1,60,234,2,0,1,4,21,60,54.432709774
201600349075,0,1,41,159,2,99,1,4,22,41,34.327036498
201600349308,0,1,44,388,2,98,2,4,25,44,35.950176889
201600349832,0,1,56,206,2,0,1,4,20,206,99.7642174
201600350026,0,1,60,256,2,0,1,4,21,60,54.432709772
201600350177,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600350308,0,1,37,3203,2,0,2,4,24,37,42.093845655
201600350504,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600350777,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600351186,0,1,82,2137,2,0,2,3,19,82,21.95172509
201600351709,0,1,70,138,2,0,2,3,16,70,28.248233112
201600351724,0,1,70,136,2,0,2,3,16,70,14.352377067
201600351761,0,1,70,136,2,0,2,3,16,70,14.352377067
201600351841,0,1,38,508,2,0,1,3,14,38,25.146648242
201600351994,0,1,55,1069,2,0,2,3,17,55,30.517514477
201600352179,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600352179,0,2,67,1919,2,0,1,2,8,67,25.220769816
