YEAR,CASENUM,WEIGHT,A_CRAINJ,A_INTER,A_RELRD,A_INTSEC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_HR,A_LT,A_MC,A_SPCRA,A_PED,A_PEDAL,A_ROLL,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24
2016,201600581345,88.696497626,2,2,1,1,1,4,2,1,3,2,2,1,2,2,2,2,1,1,1,1,2,2,1
2016,201600581358,22.339204259,2,2,1,1,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2016,201600581404,23.759591509,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1
2016,201600581484,235.19364783,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600581490,28.711200962,2,2,1,2,2,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2016,201600581496,11.213337484,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600581498,26.183018048,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600581501,138.72526119,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600581516,54.714251004,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600581679,175.6598113,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600581711,54.714251004,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600581749,160.35589323,2,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600581944,25.460766872,4,1,3,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2
2016,201600581947,46.247547909,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600581957,272.52183835,3,2,1,2,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600582106,98.551520689,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582125,272.52183835,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600582180,34.327036498,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600582250,357.69496684,3,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582307,272.52183835,3,2,1,2,2,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582316,23.759591509,2,2,4,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2
2016,201600582330,21.95172509,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600582338,188.64206033,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600582353,188.64206033,3,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600582355,188.64206033,3,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582364,170.94373895,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582397,153.68950044,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2016,201600582411,175.6598113,3,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600582440,235.19364783,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600582607,62.26924477,2,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582610,170.94373896,3,2,1,1,1,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600582627,9.8875740806,4,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600582648,160.35589323,3,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600582889,205.52548782,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600582894,138.13123133,3,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582900,61.841359157,4,2,1,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582906,239.56134362,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582907,72.412032501,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582909,189.6892631,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600582912,145.16552092,3,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2016,201600582913,189.6892631,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600582915,37.971102676,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600582920,145.16552092,3,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600582922,145.16552092,3,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600582925,123.95756512,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582926,189.6892631,3,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600582928,174.01282187,3,2,1,1,1,4,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600582929,145.16552092,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582933,145.16552092,3,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2
2016,201600582934,57.018657776,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582948,123.95756512,2,1,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582949,189.6892631,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600582953,189.6892631,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600582962,71.183916722,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600582963,145.16552092,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582965,124.40030854,3,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600582966,189.6892631,3,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600582970,72.412032501,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600582990,171.27044402,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600582999,279.05130635,3,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600583003,145.16552092,3,2,1,1,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583007,189.6892631,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600583013,145.16552092,3,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600583017,189.6892631,3,2,1,2,2,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600583019,81.344789711,2,2,4,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583022,124.40030854,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583033,52.579297188,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583116,171.27044402,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583167,57.018657776,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600583188,239.56134362,3,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600583249,131.59861046,2,2,1,2,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600583267,196.99571203,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583278,275.90328712,3,2,4,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2
2016,201600583328,19.542406313,2,2,1,2,2,6,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583341,18.749410955,4,2,4,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600583350,171.27044402,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583357,139.64317048,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583359,182.00370891,2,2,1,2,3,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583368,28.259982016,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600583399,152.11599883,3,1,3,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1
2016,201600583434,196.99571203,3,2,1,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600583437,171.27044402,3,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600583457,57.018657776,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600583458,229.53058397,3,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600583465,239.56134362,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600583515,275.90328711,3,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600583516,171.27044402,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583517,139.64317048,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600583548,137.56724329,3,2,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583551,59.178820854,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600583590,23.356904027,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600583591,57.018657776,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1
2016,201600583601,51.554489392,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1
2016,201600583624,239.56134362,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583625,101.92762054,2,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583635,152.11599883,3,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600583638,181.67007486,3,1,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583646,217.90629555,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583672,134.91577528,3,2,1,1,1,5,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583684,217.90629555,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583724,322.7347052,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600583731,322.73470521,3,2,4,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583753,42.093845655,2,2,1,2,3,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600583772,177.64162702,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600583774,241.38250192,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600583785,134.85083643,2,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1
2016,201600583793,174.01282187,3,2,1,1,1,6,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583797,134.91577527,3,2,1,1,1,6,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600583849,147.86026556,3,1,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583857,216.49883693,3,1,1,2,2,2,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600583860,129.82708256,3,1,1,2,2,5,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583901,147.86026556,3,2,4,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600583902,111.52292502,2,2,1,1,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600583906,51.081706053,2,1,1,2,2,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583910,51.081706053,2,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600583922,58.199866435,2,2,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
2016,201600583927,217.90629555,3,2,4,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600583928,171.27044402,3,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600583938,51.257154621,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600583951,217.90629554,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583957,156.02805267,3,1,1,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600583960,145.16552092,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600583966,189.6892631,3,2,1,2,3,4,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2016,201600583969,123.95756512,2,2,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583975,165.46211916,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583978,189.6892631,3,2,1,2,3,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600583985,37.971102676,2,2,1,1,1,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2016,201600583987,123.95756512,2,2,1,1,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600583993,134.91577527,3,1,1,2,2,5,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2
2016,201600583994,145.16552092,3,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600583996,57.018657776,2,2,1,2,2,5,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600583998,189.6892631,3,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600583999,150.8784447,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584004,124.40030854,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584009,189.6892631,3,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600584011,37.971102676,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600584013,51.081706053,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584016,124.40030854,3,2,4,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584019,134.85083643,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584029,189.6892631,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600584036,217.90629555,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600584037,145.16552092,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600584042,51.257154621,2,2,4,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600584045,37.971102676,2,2,1,2,3,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600584047,71.183916722,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2
2016,201600584050,81.344789711,2,2,1,2,2,3,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600584059,189.6892631,3,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584060,35.557996569,4,2,4,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600584073,124.40030854,3,2,4,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584076,72.412032501,2,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584079,145.16552092,3,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2016,201600584081,147.86026556,3,2,4,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600584089,229.53058397,3,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584093,189.6892631,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1
2016,201600584098,145.16552092,3,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584101,44.397390644,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584102,217.90629555,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600584109,134.85083643,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600584110,145.16552092,3,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2016,201600584115,126.94044258,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600584122,145.16552092,3,2,1,1,1,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584125,66.66009908,4,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1
2016,201600584133,153.59094445,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584148,174.05401633,2,2,1,1,1,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600584159,189.6892631,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600584160,133.86221215,3,2,1,1,1,5,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584168,175.15441064,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1
2016,201600584189,71.183916722,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600584195,139.64317048,2,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600584200,275.90328711,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584237,31.770200494,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584260,275.90328711,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584265,9.4848943942,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584273,131.59861046,2,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600584274,145.60844102,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584279,16.70367496,2,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584280,9.4848943942,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584287,18.749410955,4,2,4,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600584289,137.56724329,3,2,1,2,2,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600584292,234.2681056,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600584295,98.551520689,2,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600584306,145.60844102,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600584330,54.162295527,2,2,3,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584338,26.11279875,2,1,1,2,2,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584345,54.162295527,2,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1
2016,201600584350,275.90328712,3,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600584356,26.11279875,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600584367,145.60844102,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600584371,275.90328711,3,2,4,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2
2016,201600584383,145.60844102,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584407,25.220769816,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,1
2016,201600584439,216.49883693,3,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600584453,275.90328711,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584470,23.734761641,4,2,4,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600584498,272.52183835,3,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2016,201600584526,98.551520689,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600584531,49.150023316,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600584532,34.327036498,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2
2016,201600584600,171.27044402,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584609,239.56134362,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600584666,57.018657776,2,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600584668,52.540871086,2,2,1,2,2,5,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584691,153.59094445,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600584712,10.63313054,2,1,1,2,2,2,1,1,3,2,1,2,1,2,2,1,2,2,2,2,1,2,2
2016,201600584725,111.52292503,2,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584736,54.432709772,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600584756,323.56322855,3,2,1,2,2,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584774,292.47533004,2,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600584775,113.93773513,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1
2016,201600584780,323.56322856,3,2,4,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600584784,475.61102417,3,2,4,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2
2016,201600584785,323.56322856,3,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
2016,201600584847,507.02064039,2,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584898,60.404011221,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600584922,54.714251004,2,2,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600584930,26.183018048,2,2,1,2,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1
2016,201600584933,138.72526119,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600585005,263.71619676,3,2,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600585010,170.94373896,3,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600585018,62.26924477,2,2,1,1,1,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600585052,153.68950044,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600585088,23.909356419,2,2,4,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600585095,138.72526119,2,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600585099,28.711200962,2,2,1,2,3,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600585103,54.714251004,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600585111,11.213337484,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600585204,115.8029914,2,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600585209,138.13123133,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600585212,115.8029914,2,2,4,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600585214,205.52548782,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
