YEAR,CASENUM,WEIGHT,A_CRAINJ,A_INTER,A_RELRD,A_INTSEC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_HR,A_LT,A_MC,A_SPCRA,A_PED,A_PEDAL,A_ROLL,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24
2016,201600209819,24.549666619,2,2,1,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1
2016,201600209824,33.219791172,2,2,1,2,3,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600209833,275.90328711,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600209841,54.361590696,2,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2016,201600209842,190.36350382,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600209845,23.654666824,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600209850,33.219791172,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600209872,139.83639946,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600209875,33.825482594,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2016,201600209886,180.72740417,3,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600209890,137.5672433,3,2,1,2,3,4,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600209893,42.227684542,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600209896,42.227684542,2,2,4,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600209897,33.219791172,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600209898,161.03680271,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600209906,292.62224233,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600209914,39.756541965,2,2,1,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600209940,208.54041791,3,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600209941,275.90328711,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600209958,196.99571203,3,2,1,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600209964,39.756541965,2,2,4,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600209977,213.94657867,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600209980,54.361590695,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600209995,54.162295526,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600209999,275.90328711,3,2,3,2,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600210000,140.5230697,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600210037,216.49883693,3,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600210038,29.078645581,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2
2016,201600210043,80.150707353,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600210061,190.36350382,3,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600210065,21.047873083,4,1,4,2,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600210075,58.094084496,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1
2016,201600210079,292.62224233,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600210087,52.540871086,2,2,1,2,2,5,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600210092,33.825482594,2,2,1,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600210111,160.69329912,3,2,1,2,3,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2
2016,201600210142,80.150707352,3,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600210148,115.7036152,3,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600210150,23.654666824,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600210185,87.028336103,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1
2016,201600210187,99.7642174,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1
2016,201600210189,102.93023042,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1
2016,201600210325,203.02664211,2,2,1,2,3,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600210423,242.04135933,3,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600210425,81.866068296,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2
2016,201600210434,172.70071843,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600210439,172.70071843,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600210445,34.327036498,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600210448,172.70071843,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600210474,168.65644868,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600210482,242.04135933,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600210490,45.662158106,4,2,1,1,1,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600210507,242.04135933,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600210510,25.353355832,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600210532,68.153126238,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600210543,242.04135933,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600210549,25.353355832,2,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600210661,99.7642174,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600210763,158.36557611,3,2,4,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600210830,160.35589323,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600210855,54.714251004,2,1,3,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600210879,23.909356419,2,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600210892,26.183018048,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2
2016,201600211001,73.131492688,2,2,1,2,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600211071,236.96281712,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600211167,15.367317218,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600211184,236.96281712,3,2,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600211238,29.220702889,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600211242,304.5668441,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600211310,236.96281712,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600211332,167.26207584,2,2,1,2,2,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600211343,73.131492685,2,2,1,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600211382,39.201707022,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2016,201600211435,236.96281712,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600211458,304.5668441,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600211544,40.571280897,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600211557,236.96281712,3,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600211745,62.269244771,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600211757,26.308637204,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1
2016,201600211760,62.269244771,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600211796,175.6598113,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600211808,11.361796985,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600211877,54.714251004,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600211995,40.571280897,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600212073,236.96281712,3,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212114,236.96281713,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212168,138.72526119,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212170,23.909356419,2,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212177,160.35589323,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212178,26.183018048,2,2,1,2,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600212206,235.19364783,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212252,26.183018048,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1
2016,201600212261,235.19364783,3,2,4,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212333,304.5668441,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600212334,236.96281712,3,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600212445,208.45599005,3,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212497,25.600816898,2,2,1,2,3,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2016,201600212510,205.52548782,3,2,4,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600212515,46.247547909,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212526,216.49883693,3,2,1,2,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212543,148.66371501,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212550,290.04552261,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212561,65.431366208,2,2,4,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212563,174.30176629,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600212565,207.96965168,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600212602,21.118103899,2,2,4,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600212610,17.627565308,2,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600212618,28.376898229,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600212633,189.6892631,3,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2
2016,201600212637,123.95756512,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2
2016,201600212642,145.16552092,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212644,123.95756512,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212645,189.6892631,3,2,4,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600212647,34.284411969,2,2,1,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2016,201600212650,180.72740417,3,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600212652,123.95756512,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212653,189.6892631,3,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600212656,145.16552092,3,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600212658,189.6892631,3,2,1,1,1,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600212663,189.6892631,3,2,1,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600212665,145.16552092,3,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600212674,145.16552092,3,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212675,123.95756512,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600212678,189.6892631,3,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600212692,244.82902479,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212726,124.40030854,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600212732,145.16552092,3,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600212735,145.16552092,3,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1
2016,201600212736,72.412032501,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212738,189.6892631,3,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1
2016,201600212745,123.95756512,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600212748,189.6892631,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600212750,124.40030854,3,2,4,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212752,71.183916722,2,2,1,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212754,189.6892631,3,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212758,123.95756512,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600212759,189.6892631,3,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600212772,145.16552092,3,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2
2016,201600212786,204.29790037,3,2,4,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600212804,112.40374726,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600212805,118.10739043,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1
2016,201600212814,21.06400691,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600212818,268.97048064,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600212861,219.79547524,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212877,36.145953109,4,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600212882,198.91180386,3,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212893,135.59156605,3,2,4,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212894,186.63475792,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212907,215.79821611,3,2,1,2,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600212937,174.05401633,3,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600212940,168.43772241,3,2,4,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600212945,161.11527194,2,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600212955,161.11527193,2,2,1,1,1,2,1,1,3,2,2,2,1,2,2,2,2,2,1,1,2,2,1
2016,201600212958,274.19742625,3,2,1,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600212962,49.542565734,2,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600212967,115.7919007,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600212975,195.5865108,3,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600213001,14.873035746,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213018,161.03680272,2,2,4,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1
2016,201600213019,208.54041791,3,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600213024,137.27110719,2,2,4,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2
2016,201600213031,29.078645582,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2
2016,201600213033,52.727176843,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600213045,24.56993937,2,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600213056,140.5230697,3,2,1,2,2,2,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600213097,57.786124035,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600213112,57.786124035,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213133,191.90521439,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600213142,189.6892631,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213158,145.16552092,3,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600213180,191.90521439,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600213187,72.412032501,2,2,1,2,2,5,1,2,3,2,2,2,2,2,2,1,1,1,1,1,2,2,1
2016,201600213257,31.542534458,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213274,123.95756512,2,2,1,1,1,2,1,1,3,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600213279,146.09748545,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600213284,189.6892631,3,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600213286,72.412032501,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213291,145.16552092,3,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600213298,72.412032501,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600213303,208.54041791,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213305,189.6892631,3,2,1,1,1,5,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1
2016,201600213308,145.16552092,3,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600213311,190.36350382,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213324,59.696053213,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213327,145.16552092,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2016,201600213333,72.412032501,2,2,1,2,2,2,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600213337,189.6892631,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213339,71.183916722,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2
2016,201600213344,72.412032501,2,2,1,1,1,2,1,2,3,2,2,2,1,2,2,2,1,1,1,1,2,1,1
2016,201600213346,37.971102676,2,2,1,2,3,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600213354,39.756541968,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1
2016,201600213356,123.95756512,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213359,140.5230697,3,2,1,2,2,4,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600213394,39.756541968,2,2,4,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2016,201600213409,145.16552092,3,2,1,2,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600213411,189.6892631,3,2,1,2,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213415,59.696053213,2,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213419,145.16552092,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213472,124.40030854,3,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213475,189.6892631,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600213479,145.16552092,3,2,1,2,2,2,1,1,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2
2016,201600213494,189.6892631,3,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213503,357.69496685,3,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213504,145.16552092,3,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2016,201600213509,189.6892631,3,2,4,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213513,145.16552092,3,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600213514,208.54041791,3,2,1,1,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600213523,24.56993937,2,2,4,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600213560,54.086402528,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213603,290.0455226,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600213629,39.839224046,2,1,1,2,2,1,1,1,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2
2016,201600213656,317.68153186,3,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213746,144.26068624,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600213747,146.09748544,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1
2016,201600213755,190.04284025,3,2,4,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600213757,190.04284025,3,2,1,2,3,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213790,275.29399899,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213832,275.29399899,3,2,4,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600213913,507.02064039,2,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213915,203.02664211,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600213924,51.257154621,2,2,3,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600213925,134.91577527,3,2,1,2,2,5,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600213944,191.90521439,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213950,134.85083643,2,2,1,2,2,5,2,2,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600213952,191.90521439,3,2,4,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213973,147.86026556,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600213985,25.885392006,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600214005,191.90521439,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600214023,53.819386802,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600214056,150.78683033,2,2,3,2,3,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
