CASENUM,VEH_NO,PSU,PJ,STRATUM,PVE_FORMS,PNUMOCCS,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PTRLR1VIN,PTRLR2VIN,PTRLR3VIN,URBANICITY,REGION,PSUSTRAT,PSU_VAR,WEIGHT
201600164981,9,67,1919,10,1,0,2,21,11,14,0,2,0,49,399,49399,9,2001,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,1,2,8,67,216.49883693
201600165466,2,75,1227,5,1,0,5,17,47,14,0,2,0,20,25,20025,4,2016,1G1PE5SB4G72,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,6,2,12,0,0,0,777777777777,777777777777,777777777777,2,3,19,75,22.682759213
201600165466,3,75,1227,5,1,0,5,17,47,14,0,2,0,12,422,12422,15,2003,1FMFU18L23LC,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,6,2,12,0,0,0,777777777777,777777777777,777777777777,2,3,19,75,22.682759213
201600165499,2,49,268,10,1,0,5,18,28,14,0,2,0,37,421,37421,15,2008,5FNYF28298B0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,21,49,994.507448
201600165786,2,65,2851,2,1,3,4,21,31,14,0,2,0,35,47,35047,4,2013,1N4AL3APXDN5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,3,13,65,28.376898229
201600171882,2,63,2907,10,1,0,4,17,15,14,0,2,0,35,401,35401,14,1993,JN8HD17S8PW1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,2,3,16,63,310.40470173
201600172003,2,63,2973,10,1,0,4,12,49,14,0,2,0,35,47,35047,4,2009,1N4AL21E39N5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,5,12,0,0,0,777777777777,777777777777,777777777777,2,3,16,63,310.40470174
201600172518,2,66,1764,10,1,1,1,15,18,14,0,2,0,49,40,49040,4,2013,4T1BD1FK1DU0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,1,0,9,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,1,66,182.37289008
201600172696,2,35,2792,10,1,0,1,0,0,14,0,3,0,23,423,23423,15,2015,1GKKRNED5FJ2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,3,13,35,175.15441064
201600172823,2,67,1919,8,1,0,2,19,26,14,0,2,0,63,33,63033,4,2003,KNAFB1212353,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,2,8,67,126.94044258
201600172823,3,67,1919,8,1,0,2,19,26,14,0,2,0,37,31,37031,2,2010,2HGFG1B60AH5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,6,2,12,0,0,0,777777777777,777777777777,777777777777,1,2,8,67,126.94044258
201600172863,2,67,1919,10,1,0,2,22,0,14,0,2,0,20,25,20025,4,2012,1G1PC5SH2C72,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,2,8,67,216.49883693
201600172914,2,35,2792,9,1,0,1,15,18,14,0,2,0,35,43,35043,4,2000,3N1CB51D8YL0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,3,13,35,150.8784447
201600173596,1,82,2152,9,1,0,1,18,42,14,0,2,0,63,34,63034,4,2015,5XXGM4A77FG4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,777777777777,777777777777,777777777777,2,3,19,82,131.56101908
201600174209,2,75,1223,5,1,0,5,21,57,14,0,2,0,7,442,7442,20,2005,2D4GP44L25R4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,2,3,19,75,25.460766872
201600174292,2,70,138,10,1,0,5,18,35,14,0,3,0,12,24,12024,6,2010,2FMDK3KC0ABB,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,2,3,16,70,215.218122
201600174419,3,76,2292,5,2,0,2,18,11,12,7,3,0,12,402,12402,14,2014,1FMCU9J90EUD,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,99,2,5,18,0,0,0,777777777777,777777777777,777777777777,1,1,2,76,98.751354074
201600175238,2,67,1919,10,1,0,2,22,5,14,0,2,0,36,38,36038,9,2015,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,1,2,8,67,216.49883693
201600175629,2,17,1053,10,1,0,3,16,0,14,0,2,0,20,25,20025,4,2012,1G1PC5SH7C72,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,3,15,17,217.06189198
201600177001,2,13,1191,10,1,0,1,18,7,14,0,2,0,35,399,35399,9,2009,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,3,13,374.01002209
201600177643,2,46,337,6,1,0,5,20,25,14,0,2,0,20,421,20421,15,2007,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,22,46,59.69605321
201600177643,3,46,337,6,1,0,5,20,25,14,0,2,0,23,481,23481,31,1999,2GTEK19TXX15,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,22,46,59.69605321
201600177643,4,46,337,6,1,0,5,20,25,14,0,2,0,12,422,12422,15,2004,1FMPU16L34LB,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,22,46,59.69605321
201600177721,2,46,337,10,1,0,5,12,13,14,0,2,0,24,7,24007,4,2005,1G8AJ52F25Z1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,22,46,292.62224233
201600177827,2,65,2851,10,1,0,4,12,30,14,0,2,0,7,482,7482,31,2006,1D7HA16K26J1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,3,13,65,268.97048064
201600178056,1,56,206,9,1,99,3,16,30,14,0,2,1,41,399,41399,9,1992,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,3,9,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,20,206,559.5884546
201600178816,2,59,500,10,1,0,5,5,11,14,0,2,0,49,40,49040,4,1995,JT2GK12E3S00,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,3,10,59,304.5668441
201600179303,2,37,3200,9,1,0,4,16,40,14,0,2,0,7,482,7482,31,2015,3C6RR7LT4FG5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,8,5,12,0,0,0,777777777777,777777777777,777777777777,2,4,24,37,241.38250192
201600179470,2,67,1919,10,1,2,2,21,35,14,0,2,0,20,23,20023,6,2011,3GNBABFW8BS5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,6,2,12,0,0,0,777777777777,777777777777,777777777777,1,2,8,67,216.49883693
201600180421,2,66,1764,7,1,1,1,13,45,14,0,3,0,82,898,82898,61,2014,4UZAC2DVXECF,0,88,888888888,88888888888,2,1,98,1,0,0,0,0,0,0,0,12,9,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,1,66,128.05518692
201600180435,2,28,437,10,1,0,5,8,30,14,0,2,0,49,32,49032,4,2001,2T1BR12E21C4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,3,11,28,263.71619676
201600181500,2,63,2907,10,1,0,5,18,18,14,0,2,0,20,37,20037,4,2013,1G11E5SA3DF2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,2,3,16,63,310.40470173
201600182155,2,10,315,10,1,0,4,22,41,14,0,2,0,49,43,49043,4,2001,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,21,10,702.38727181
201600182522,3,34,1688,6,2,0,1,9,15,12,6,2,0,32,44,32044,4,2012,WAURVAFD3CN0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,1,34,54.361590693
201600182598,2,49,260,2,1,0,5,21,0,8,0,2,0,20,481,20481,31,1997,2GCEC19R0V12,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,21,49,113.37016067
201600183241,1,34,1688,10,1,1,2,16,22,14,0,2,0,12,402,12402,14,2009,1FMCU49319KC,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,99,0,0,0,777777777777,777777777777,777777777777,1,1,1,34,115.7036152
201600183251,2,34,1688,9,1,0,2,16,21,14,0,2,0,35,43,35043,4,2008,3N1AB61E58L7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,1,34,80.150707352
201600183479,2,13,1191,3,1,0,2,23,55,14,0,2,0,12,399,12399,9,2004,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,3,13,80.646821595
201600183479,3,13,1191,3,1,0,2,23,55,14,0,2,0,6,399,6399,9,2008,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,99,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,3,13,80.646821595
201600183616,4,49,260,6,3,0,5,15,43,12,1,2,0,59,32,59032,4,1999,JT8BH28FXX01,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,21,49,238.91601952
201600184090,2,76,2286,10,1,0,2,4,30,14,0,2,0,12,17,12017,4,2005,1FAFP53215A1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,2,76,213.94657868
201600184090,3,76,2286,10,1,0,2,4,30,14,0,2,0,2,407,2407,14,2010,1J4NF1GB7AD6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,2,76,213.94657868
201600184404,2,60,234,10,1,0,2,3,0,14,0,2,0,41,50,41050,9,2011,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,21,60,475.61102418
201600184778,2,17,1053,2,1,0,4,16,22,8,0,2,0,63,34,63034,4,2006,KNAGD1260654,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,1,2,5,8,0,0,0,777777777777,777777777777,777777777777,1,3,15,17,21.266132452
201600185459,2,12,458,10,1,0,6,22,47,14,0,3,0,20,25,20025,4,2012,1G1PF5SC0C73,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,3,12,12,235.19364783
201600185459,3,12,458,10,1,0,6,22,47,14,0,3,0,49,32,49032,4,2015,2T1BURHEXFC3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,3,12,12,235.19364783
201600186459,2,40,3076,3,1,0,5,22,50,14,0,2,0,42,461,42461,21,2013,WD3PF1CC4D57,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,3,15,40,49.482256647
201600186871,2,15,2509,8,1,0,2,21,31,14,0,2,0,48,38,48038,4,2007,JF1GD61637H5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,2,1,5,15,112.40374726
201600186871,3,15,2509,8,1,0,2,21,31,14,0,2,0,35,421,35421,15,2004,5N1AA08A44N7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,2,1,5,15,112.40374726
201600186993,2,46,337,9,1,0,5,10,9,14,0,2,0,12,13,12013,4,1998,1FAFP10P7WW1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,22,46,190.36350382
201600187063,2,46,337,3,1,1,5,11,0,14,0,2,0,98,706,98706,80,2015,56KMSA003F31,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,22,46,39.756541965
201600187351,1,34,1695,9,1,0,2,14,10,14,0,2,0,37,32,37032,4,2008,1HGCP36748A0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,3,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,1,34,80.150707355
201600187522,2,56,206,10,1,0,4,4,30,14,0,2,0,51,399,51399,9,9999,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,20,206,839.70300567
201600187522,3,56,206,10,1,0,4,4,30,14,0,2,0,12,402,12402,14,2001,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,20,206,839.70300567
201600187522,4,56,206,10,1,0,4,4,30,14,0,2,0,49,402,49402,14,2003,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,20,206,839.70300567
201600187522,5,56,206,10,1,0,4,4,30,14,0,2,0,49,46,49046,9,2008,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,20,206,839.70300567
201600187522,6,56,206,10,1,0,4,4,30,14,0,2,0,49,46,49046,9,2008,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,20,206,839.70300567
201600187522,7,56,206,10,1,0,4,4,30,14,0,2,0,63,441,63441,20,2016,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,98,8,9,12,0,0,0,777777777777,777777777777,777777777777,1,4,20,206,839.70300567
201600187630,3,56,206,6,2,0,5,22,0,12,8,2,0,35,47,35047,9,2010,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,20,206,203.02664211
201600187630,4,56,206,6,2,0,5,22,0,12,8,2,0,2,404,2404,14,2013,1C4RJEAG9DC6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,20,206,203.02664211
201600187630,5,56,206,6,2,0,5,22,0,12,8,2,0,37,31,37031,4,2015,19XFB2F56FE2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,20,206,203.02664211
201600187630,6,56,206,6,2,0,5,22,0,12,8,2,0,54,999,54999,49,2003,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,20,206,203.02664211
201600188262,1,34,1693,10,1,0,1,10,0,14,0,2,0,20,441,20441,20,2003,1GNDM19X53B1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,1,34,115.7036152
201600188878,1,13,1208,10,1,0,1,11,19,14,0,2,0,48,499,48499,14,2013,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,3,13,374.01002209
201600188895,2,46,362,10,1,0,4,12,18,14,0,2,0,23,481,23481,31,2016,1GT02REG0GZ1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,22,46,292.62224233
201600189134,2,10,322,9,1,0,5,20,10,14,0,2,0,6,51,6051,4,2000,2C3HE66G1YH2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,4,3,12,0,0,0,777777777777,777777777777,777777777777,1,4,21,10,359.20022929
201600189344,2,60,257,10,1,0,4,17,35,14,0,2,0,49,40,49040,4,2007,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,21,60,475.61102416
201600189448,2,60,257,10,1,0,5,16,10,14,0,2,0,37,32,37032,9,1994,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,21,60,475.61102416
201600189644,3,56,206,8,2,0,1,13,30,12,9,2,0,35,47,35047,9,2008,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,20,206,507.02064039
201600190639,2,76,2298,4,1,0,3,22,58,14,0,2,0,22,16,22016,2,2002,1G2JB12F9274,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,1,1,2,76,44.076615387
201600190639,3,76,2298,4,1,0,3,22,58,14,0,2,0,55,401,55401,14,2003,KM8SC73D73U5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,2,76,44.076615387
201600191369,2,67,1919,8,1,0,2,2,17,14,0,2,0,14,443,14443,20,2000,4M2XV14T8YDJ,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,1,2,8,67,126.94044258
201600191558,2,41,159,10,1,0,1,21,29,14,0,2,0,23,481,23481,31,2005,2GTEK63N9513,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,22,41,357.69496685
201600192277,3,12,458,8,2,0,6,18,35,12,6,3,0,30,47,30047,3,2003,3VWCK21C53M4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,3,12,12,138.72526119
201600192991,2,33,1481,10,1,0,1,8,30,14,0,2,0,63,34,63034,4,2015,5XXGN4A71FG4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,3,11,33,229.53058398
201600193048,2,82,2152,10,1,0,1,99,99,14,0,2,0,84,881,84881,62,2005,1HTMMAAL65H1,0,77,777777777,77777777777,2,1,97,1,0,0,0,0,0,0,0,11,4,5,12,0,0,0,777777777777,777777777777,777777777777,2,3,19,82,188.64206033
201600193805,2,44,388,10,1,0,6,18,57,14,0,2,0,37,32,37032,4,2002,1HGCG16502A0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,2,4,25,44,317.68153186
201600193805,3,44,388,10,1,0,6,18,57,14,0,2,0,30,40,30040,4,2006,3VWPF71K96M7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,14,0,0,0,777777777777,777777777777,777777777777,2,4,25,44,317.68153186
201600194068,3,65,2853,7,2,1,5,12,19,12,6,2,0,12,481,12481,31,2001,1FTZF17201KF,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,6,2,12,42,0,0,777777777777,777777777777,777777777777,1,3,13,65,174.05401633
201600194168,2,48,91,5,1,0,6,22,10,34,0,3,0,99,999,99999,99,9999,999999999999,9,99,999999999,99999999999,9,99,99,1,0,0,0,0,99,99,9,99,9,9,12,0,0,0,777777777777,777777777777,777777777777,1,3,12,48,31.455210339
201600194225,2,22,1260,5,1,0,5,8,57,38,0,3,0,24,2,24002,17,2002,1G8ZY12712Z1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,3,2,5,12,0,0,0,777777777777,777777777777,777777777777,2,1,5,22,60.346818857
201600194319,2,46,362,10,1,0,5,23,25,14,0,2,0,20,481,20481,31,2010,1GCPCPEA0AZ1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,98,6,2,12,0,0,0,777777777777,777777777777,777777777777,1,4,22,46,292.62224233
201600194319,3,46,362,10,1,0,5,23,25,14,0,2,0,12,471,12471,30,2001,1FTYR10C21PA,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,6,2,12,0,0,0,777777777777,777777777777,777777777777,1,4,22,46,292.62224233
201600194319,4,46,362,10,1,0,5,23,25,14,0,2,0,48,34,48034,4,1999,4S3BD4359X72,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,22,46,292.62224233
201600194852,1,67,1919,7,1,1,2,9,43,14,0,2,0,2,499,2499,19,2015,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,4,3,12,0,0,0,777777777777,777777777777,777777777777,1,2,8,67,133.86221215
201600194989,2,26,936,9,1,0,1,20,2,14,0,2,0,20,25,20025,4,2014,1G1PA5SH4E74,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,777777777777,777777777777,777777777777,2,2,9,26,189.47714774
201600195040,2,26,936,10,1,0,1,11,34,14,0,2,0,12,461,12461,21,1988,1FTJE34Y3JHB,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,2,2,9,26,286.46352655
201600195153,1,26,839,10,1,0,1,16,30,14,0,2,0,12,3,12003,2,2015,1FA6P8TH5F53,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,8,5,12,0,0,0,777777777777,777777777777,777777777777,2,2,9,26,286.46352656
201600195308,2,37,3200,10,1,0,4,10,41,14,0,2,0,48,34,48034,6,2001,4S3BH6650176,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,2,4,24,37,322.7347052
201600195460,2,37,3200,9,1,0,5,17,40,14,0,2,0,49,402,49402,14,2013,2T3BFREVXDW0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,5,12,0,0,0,777777777777,777777777777,777777777777,2,4,24,37,241.38250192
201600196171,2,70,138,10,1,0,6,99,99,14,0,2,0,20,28,20028,5,2013,1G1JC6SH5D41,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,2,5,12,0,0,0,777777777777,777777777777,777777777777,2,3,16,70,215.218122
201600197315,2,82,2152,8,1,0,2,2,11,14,0,2,0,12,37,12037,3,2004,3FAFP31Z94R1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,3,12,0,0,0,777777777777,777777777777,777777777777,2,3,19,82,112.22511142
201600198541,2,56,206,3,1,0,4,20,40,18,0,2,0,12,401,12401,14,1998,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,777777777777,777777777777,777777777777,1,4,20,206,102.93023042
201600200163,2,34,1692,7,1,0,1,10,45,14,0,2,0,49,442,49442,20,2014,5TDKK3DC3ES5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,1,34,76.83023273
201600200267,2,67,1919,8,1,0,2,10,41,14,0,2,0,20,28,20028,5,2013,1G1JA6SH7D41,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,1,2,8,67,126.94044258
201600200527,2,47,1835,10,1,0,3,19,27,14,0,2,0,20,37,20037,4,2014,1G11B5SL0EF1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,2,5,12,0,0,0,777777777777,777777777777,777777777777,2,2,9,47,290.04552259
201600200614,1,34,1692,10,1,0,2,8,45,14,0,2,0,49,402,49402,14,2011,JTMJF4DV9B50,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,1,1,34,115.7036152
201600200993,2,27,896,7,1,1,1,13,15,14,0,2,0,55,33,55033,4,2015,5NPE24AF1FH0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,2,6,27,119.83077837
201600201042,2,27,896,10,1,0,2,17,48,14,0,2,0,42,31,42031,4,1993,WDBEA32E0PB9,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,2,6,27,208.5404179
201600201113,2,27,896,10,1,0,2,17,5,14,0,2,0,55,35,55035,4,2005,KMHDN46D55U9,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,2,6,27,208.5404179
201600202222,2,75,1227,6,1,1,6,20,42,14,0,2,0,41,50,41050,6,2005,1YVHP82D655M,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,1,2,3,12,0,0,0,777777777777,777777777777,777777777777,2,3,19,75,46.247547909
201600202222,3,75,1227,6,1,0,6,20,42,14,0,2,0,37,402,37402,14,2004,SHSRD78804U2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,2,5,12,0,0,0,777777777777,777777777777,777777777777,2,3,19,75,46.247547909
201600202236,2,82,2152,9,1,0,2,17,0,14,0,2,0,37,32,37032,4,2013,1HGCR2F84DA1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,777777777777,777777777777,777777777777,2,3,19,82,131.56101908
