CASENUM,VEH_NO,PSU,PJ,STRATUM,MDRDSTRD,URBANICITY,REGION,PSUSTRAT,PSU_VAR,WEIGHT
201600597561,2,32,2802,9,99,2,3,17,32,180.72740417
201600597569,1,28,440,9,15,1,3,11,28,170.94373896
201600597569,2,28,440,9,0,1,3,11,28,170.94373896
201600597569,3,28,440,9,0,1,3,11,28,170.94373896
201600597593,1,78,466,10,0,1,3,10,78,263.54443963
201600597593,2,78,466,10,0,1,3,10,78,263.54443963
201600597599,1,78,466,9,0,1,3,10,78,175.6598113
201600597599,2,78,466,9,0,1,3,10,78,175.6598113
201600597599,3,78,466,9,0,1,3,10,78,175.6598113
201600597599,4,78,466,9,0,1,3,10,78,175.6598113
201600597599,5,78,466,9,0,1,3,10,78,175.6598113
201600597628,1,12,455,2,12,1,3,12,12,26.183018048
201600597704,1,28,437,9,0,1,3,11,28,170.94373895
201600597704,2,28,437,9,0,1,3,11,28,170.94373895
201600597704,3,28,437,9,0,1,3,11,28,170.94373895
201600597741,1,28,437,2,99,1,3,11,28,26.308637204
201600597842,1,12,455,5,0,1,3,12,12,23.909356419
201600597842,2,12,455,5,0,1,3,12,12,23.909356419
201600597846,1,12,455,9,0,1,3,12,12,160.35589323
201600597846,2,12,455,9,0,1,3,12,12,160.35589323
201600597850,1,12,456,5,93,1,3,12,12,23.909356419
201600597850,2,12,456,5,0,1,3,12,12,23.909356419
201600597863,1,12,457,2,99,1,3,12,12,26.183018048
201600597992,1,25,2087,9,0,1,2,8,25,145.16552091
201600597992,2,25,2087,9,0,1,2,8,25,145.16552091
201600598008,1,62,543,10,0,2,3,18,62,221.46093874
201600598028,1,65,2853,9,0,1,3,13,65,181.67007486
201600598028,2,65,2853,9,0,1,3,13,65,181.67007486
201600598028,3,65,2853,9,0,1,3,13,65,181.67007486
201600598028,4,65,2853,9,0,1,3,13,65,181.67007486
201600598028,5,65,2853,9,0,1,3,13,65,181.67007486
201600598040,1,62,543,8,12,2,3,18,62,126.64479921
201600598040,2,62,543,8,0,2,3,18,62,126.64479921
201600598076,1,25,2087,10,0,1,2,8,25,189.68926309
201600598076,2,25,2087,10,0,1,2,8,25,189.68926309
201600598090,1,62,542,10,0,2,3,18,62,221.46093874
201600598093,1,60,234,2,0,1,4,21,60,54.432709774
201600598097,1,60,234,6,13,1,4,21,60,111.52292502
201600598097,2,60,234,6,0,1,4,21,60,111.52292502
201600598098,2,62,542,5,0,2,3,18,62,18.848297052
201600598099,1,81,3122,5,0,2,1,4,81,67.402906143
201600598099,2,81,3122,5,0,2,1,4,81,67.402906143
201600598104,1,62,542,9,0,2,3,18,62,153.68824955
201600598106,1,62,542,6,0,2,3,18,62,46.854831848
201600598109,1,62,542,8,0,2,3,18,62,126.64479921
201600598109,2,62,542,8,0,2,3,18,62,126.64479921
201600598124,1,60,234,9,0,1,4,21,60,323.56322856
201600598139,1,81,3122,9,4,2,1,4,81,182.00370891
201600598139,2,81,3122,9,0,2,1,4,81,182.00370891
201600598142,1,60,234,6,0,1,4,21,60,111.52292502
201600598142,2,60,234,6,0,1,4,21,60,111.52292502
201600598175,1,38,573,9,0,1,3,14,38,171.27044402
201600598175,2,38,573,9,0,1,3,14,38,171.27044402
201600598182,1,25,2087,9,0,1,2,8,25,145.16552091
201600598182,2,25,2087,9,0,1,2,8,25,145.16552091
201600598183,1,62,567,7,0,2,3,18,62,124.403246
201600598196,1,38,573,6,0,1,3,14,38,57.018657776
201600598196,2,38,573,6,0,1,3,14,38,57.018657776
201600598215,1,25,2087,8,0,1,2,8,25,123.95756512
201600598221,1,38,573,7,0,1,3,14,38,174.01282187
201600598221,2,38,573,7,0,1,3,14,38,174.01282187
201600598223,1,62,567,3,0,2,3,18,62,24.223772672
201600598223,2,62,567,3,0,2,3,18,62,24.223772672
201600598251,1,38,573,10,0,1,3,14,38,239.56134362
201600598261,1,41,161,9,0,1,4,22,41,272.52183835
201600598261,2,41,161,9,0,1,4,22,41,272.52183835
201600598261,3,41,161,9,0,1,4,22,41,272.52183835
201600598275,1,41,161,6,99,1,4,22,41,98.55152069
201600598275,2,41,161,6,0,1,4,22,41,98.55152069
201600598296,1,62,567,10,0,2,3,18,62,221.46093873
201600598296,2,62,567,10,0,2,3,18,62,221.46093873
201600598319,1,62,565,5,3,2,3,18,62,18.848297052
201600598319,1,62,565,5,13,2,3,18,62,18.848297052
201600598340,1,38,578,9,0,1,3,14,38,171.27044402
201600598340,2,38,578,9,0,1,3,14,38,171.27044402
201600598342,1,62,565,5,92,2,3,18,62,18.848297052
201600598342,2,62,565,5,0,2,3,18,62,18.848297052
201600598362,1,62,565,7,0,2,3,18,62,124.403246
201600598362,2,62,565,7,0,2,3,18,62,124.403246
201600598365,1,33,1484,9,0,1,3,11,33,152.11599883
201600598365,2,33,1484,9,0,1,3,11,33,152.11599883
201600598365,3,33,1484,9,0,1,3,11,33,152.11599883
201600598417,1,62,565,10,0,2,3,18,62,221.46093874
201600598448,1,65,2853,6,0,1,3,13,65,54.086402528
201600598448,2,65,2853,6,0,1,3,13,65,54.086402528
201600598450,1,62,598,5,0,2,3,18,62,22.407214505
201600598454,1,62,598,5,0,2,3,18,62,22.407214505
201600598484,1,62,618,9,1,2,3,18,62,153.68824954
201600598484,2,62,618,9,0,2,3,18,62,153.68824954
201600598495,1,25,2087,6,0,1,2,8,25,51.076027875
201600598495,2,25,2087,6,12,1,2,8,25,51.076027875
201600598540,1,81,3119,9,0,2,1,4,81,182.00370891
201600598540,2,81,3119,9,0,2,1,4,81,182.00370891
201600598550,1,81,3119,10,0,2,1,4,81,279.05130634
201600598585,1,33,1477,10,0,1,3,11,33,229.53058397
201600598585,2,33,1477,10,0,1,3,11,33,229.53058397
201600598618,1,62,618,6,0,2,3,18,62,46.854831847
201600598618,2,62,618,6,0,2,3,18,62,46.854831847
201600598667,1,32,2802,8,99,2,3,17,32,127.36115169
201600598677,1,81,3119,8,0,2,1,4,81,201.73488382
201600598683,1,25,2087,10,0,1,2,8,25,189.68926309
201600598703,1,25,2087,5,0,1,2,8,25,23.654278946
201600598703,2,25,2087,5,0,1,2,8,25,23.654278946
201600598730,1,32,2802,9,0,2,3,17,32,180.72740417
201600598730,2,32,2802,9,0,2,3,17,32,180.72740417
201600598764,1,38,578,10,0,1,3,14,38,239.56134362
201600598764,2,38,578,10,0,1,3,14,38,239.56134362
201600598767,1,25,2087,9,0,1,2,8,25,145.16552091
201600598767,2,25,2087,9,0,1,2,8,25,145.16552091
201600598811,1,65,2851,6,1,1,3,13,65,54.086402528
201600598811,2,65,2851,6,1,1,3,13,65,54.086402528
201600598811,3,65,2851,6,0,1,3,13,65,54.086402528
201600598811,4,65,2851,6,0,1,3,13,65,54.086402528
201600598813,1,33,1472,9,0,1,3,11,33,152.11599883
201600598813,2,33,1472,9,0,1,3,11,33,152.11599883
201600598821,1,81,3119,6,3,2,1,4,81,52.579297187
201600598821,2,81,3119,6,0,2,1,4,81,52.579297187
201600598821,3,81,3119,6,96,2,1,4,81,52.579297187
201600598834,1,81,3119,2,0,2,1,4,81,23.08110435
201600598863,1,44,388,2,96,2,4,25,44,35.950176889
201600598892,1,27,892,9,96,1,2,6,27,140.5230697
201600598892,2,27,892,9,96,1,2,6,27,140.5230697
201600598912,1,44,388,10,96,2,4,25,44,317.68153186
201600598912,2,44,388,10,96,2,4,25,44,317.68153186
201600598915,1,44,388,6,96,2,4,25,44,73.193140876
201600598915,2,44,388,6,96,2,4,25,44,73.193140876
201600598918,1,27,892,2,99,1,2,6,27,23.77303521
201600598934,1,25,2087,8,0,1,2,8,25,123.95756512
201600598940,1,44,388,8,96,2,4,25,44,186.63475792
201600598940,2,44,388,8,96,2,4,25,44,186.63475792
201600598943,1,44,388,9,96,2,4,25,44,219.79547524
201600598943,2,44,388,9,96,2,4,25,44,219.79547524
201600598998,1,44,388,3,96,2,4,25,44,39.839224046
201600598998,2,44,388,3,96,2,4,25,44,39.839224046
201600599027,1,25,2087,3,0,1,2,8,25,14.194437969
201600599027,2,25,2087,3,12,1,2,8,25,14.194437969
201600599027,3,25,2087,3,12,1,2,8,25,14.194437969
201600599040,1,27,892,8,96,1,2,6,27,137.27110719
201600599040,2,27,892,8,96,1,2,6,27,137.27110719
201600599058,1,27,892,9,96,1,2,6,27,140.5230697
201600599058,2,27,892,9,96,1,2,6,27,140.5230697
201600599077,1,25,2087,2,99,1,2,8,25,24.661466901
201600599092,1,27,892,10,99,1,2,6,27,208.54041791
201600599110,1,27,900,9,0,1,2,6,27,140.5230697
201600599110,2,27,900,9,96,1,2,6,27,140.5230697
201600599111,1,27,900,10,12,1,2,6,27,208.54041791
201600599111,2,27,900,10,96,1,2,6,27,208.54041791
201600599114,1,27,900,8,96,1,2,6,27,137.2711072
201600599114,2,27,900,8,0,1,2,6,27,137.2711072
201600599123,1,27,900,9,96,1,2,6,27,140.5230697
201600599123,2,27,900,9,96,1,2,6,27,140.5230697
201600599123,3,27,900,9,96,1,2,6,27,140.5230697
201600599125,1,27,900,6,96,1,2,6,27,52.727176847
201600599125,2,27,900,6,96,1,2,6,27,52.727176847
201600599125,3,27,900,6,96,1,2,6,27,52.727176847
201600599127,1,25,2087,7,0,1,2,8,25,124.40030855
201600599137,1,27,905,9,96,1,2,6,27,140.52306969
201600599137,2,27,905,9,96,1,2,6,27,140.52306969
201600599184,1,51,1098,6,0,1,3,10,51,57.786124035
201600599184,2,51,1098,6,0,1,3,10,51,57.786124035
201600599193,1,51,1098,2,0,1,3,10,51,25.885392006
201600599243,1,51,1114,9,93,1,3,10,51,191.90521439
201600599243,2,51,1114,9,0,1,3,10,51,191.90521439
201600599243,3,51,1114,9,0,1,3,10,51,191.90521439
201600599266,1,27,896,9,96,1,2,6,27,140.52306969
201600599266,2,27,896,9,96,1,2,6,27,140.52306969
201600599269,1,27,896,10,96,1,2,6,27,208.5404179
201600599273,1,38,573,9,0,1,3,14,38,171.27044402
201600599273,2,38,573,9,0,1,3,14,38,171.27044402
201600599284,1,32,2802,10,12,2,3,17,32,244.82902479
201600599284,2,32,2802,10,0,2,3,17,32,244.82902479
201600599300,1,33,1484,7,93,1,3,11,33,135.92216157
201600599300,2,33,1484,7,0,1,3,11,33,135.92216157
201600599301,1,38,573,8,0,1,3,14,38,139.64317048
201600599301,2,38,573,8,0,1,3,14,38,139.64317048
201600599339,1,38,573,6,0,1,3,14,38,57.018657776
201600599339,2,38,573,6,0,1,3,14,38,57.018657776
201600599340,1,25,2087,9,16,1,2,8,25,145.16552091
201600599340,2,25,2087,9,0,1,2,8,25,145.16552091
201600599350,1,27,896,10,0,1,2,6,27,208.5404179
201600599350,2,27,896,10,96,1,2,6,27,208.5404179
201600599377,1,38,573,10,99,1,3,14,38,239.56134362
201600599378,1,25,2087,6,0,1,2,8,25,51.076027875
201600599378,2,25,2087,6,0,1,2,8,25,51.076027875
201600599429,1,27,893,10,96,1,2,6,27,208.54041791
201600599429,2,27,893,10,0,1,2,6,27,208.54041791
201600599456,1,38,573,6,0,1,3,14,38,57.018657776
201600599456,2,38,573,6,0,1,3,14,38,57.018657776
201600599456,3,38,573,6,0,1,3,14,38,57.018657776
201600599480,1,38,573,9,0,1,3,14,38,171.27044402
201600599480,2,38,573,9,0,1,3,14,38,171.27044402
201600599508,1,38,573,8,0,1,3,14,38,139.64317048
201600599508,2,38,573,8,0,1,3,14,38,139.64317048
201600599508,3,38,573,8,0,1,3,14,38,139.64317048
201600599519,1,27,893,3,96,1,2,6,27,35.19336041
201600599519,2,27,893,3,96,1,2,6,27,35.19336041
201600599520,1,25,2087,10,99,1,2,8,25,189.68926309
201600599530,1,32,2802,9,0,2,3,17,32,180.72740417
201600599530,2,32,2802,9,0,2,3,17,32,180.72740417
201600599572,1,27,893,8,96,1,2,6,27,137.27110719
201600599572,2,27,893,8,96,1,2,6,27,137.27110719
201600599572,3,27,893,8,96,1,2,6,27,137.27110719
201600599727,1,31,1708,8,0,1,1,2,31,171.96951594
201600599741,1,81,3139,9,0,2,1,4,81,182.00370891
201600599741,2,81,3139,9,0,2,1,4,81,182.00370891
201600599758,1,34,1693,2,99,1,1,1,34,23.654666824
201600599775,1,65,2851,8,0,1,3,13,65,139.83639946
201600599775,2,65,2851,8,0,1,3,13,65,139.83639946
201600599816,1,33,1484,9,0,1,3,11,33,152.11599883
201600599816,2,33,1484,9,0,1,3,11,33,152.11599883
201600599825,1,65,2851,5,0,1,3,13,65,26.423121006
201600599825,2,65,2851,5,0,1,3,13,65,26.423121006
201600599839,1,31,1708,9,96,1,1,2,31,217.52451111
201600599839,2,31,1708,9,0,1,1,2,31,217.52451111
201600599839,3,31,1708,9,0,1,1,2,31,217.52451111
201600599848,1,81,3139,10,0,2,1,4,81,279.05130635
201600599875,1,33,1477,8,0,1,3,11,33,131.59861045
201600599875,2,33,1477,8,0,1,3,11,33,131.59861045
201600599875,3,33,1477,8,0,1,3,11,33,131.59861045
201600599875,4,33,1477,8,0,1,3,11,33,131.59861045
201600599876,1,32,2802,9,0,2,3,17,32,180.72740417
201600599876,2,32,2802,9,0,2,3,17,32,180.72740417
201600599906,1,32,2802,8,15,2,3,17,32,127.36115169
201600599906,2,32,2802,8,0,2,3,17,32,127.36115169
201600599909,1,33,1484,10,0,1,3,11,33,229.53058397
201600599909,2,33,1484,10,0,1,3,11,33,229.53058397
201600599988,1,33,1484,6,0,1,3,11,33,51.554489392
201600599988,2,33,1484,6,0,1,3,11,33,51.554489392
201600599988,3,33,1484,6,0,1,3,11,33,51.554489392
201600600022,1,31,1709,8,0,1,1,2,31,171.96951594
201600600022,2,31,1709,8,96,1,1,2,31,171.96951594
201600600026,1,32,2803,9,12,2,3,17,32,180.72740417
201600600030,1,33,1484,2,0,1,3,11,33,28.259982016
201600600036,1,31,1709,10,1,1,1,2,31,288.34371131
201600600036,2,31,1709,10,0,1,1,2,31,288.34371131
201600600046,1,32,2803,10,0,2,3,17,32,244.82902479
201600600046,2,32,2803,10,0,2,3,17,32,244.82902479
201600600052,1,33,1477,9,93,1,3,11,33,152.11599883
201600600052,2,33,1477,9,0,1,3,11,33,152.11599883
201600600054,1,31,1709,5,99,1,1,2,31,26.624141756
201600600080,1,32,2803,6,12,2,3,17,32,53.777201746
201600600080,2,32,2803,6,0,2,3,17,32,53.777201746
201600600085,1,32,2803,5,93,2,3,17,32,17.627565308
201600600085,2,32,2803,5,0,2,3,17,32,17.627565308
201600600100,1,41,165,2,0,1,4,22,41,42.223406896
201600600110,1,41,165,8,0,1,4,22,41,234.2681056
201600600111,1,41,165,9,0,1,4,22,41,272.52183834
201600600111,2,41,165,9,0,1,4,22,41,272.52183834
201600600166,1,41,165,10,0,1,4,22,41,357.69496684
201600600166,2,41,165,10,0,1,4,22,41,357.69496684
201600600188,1,31,1709,9,96,1,1,2,31,217.52451111
201600600188,2,31,1709,9,0,1,1,2,31,217.52451111
201600600193,1,41,165,6,0,1,4,22,41,98.551520688
201600600193,2,41,165,6,0,1,4,22,41,98.551520688
201600600208,1,41,165,5,0,1,4,22,41,35.382681725
201600600208,2,41,165,5,0,1,4,22,41,35.382681725
201600600216,1,41,165,4,0,1,4,22,41,19.296027702
201600600216,2,41,165,4,99,1,4,22,41,19.296027702
201600600219,1,41,165,9,0,1,4,22,41,272.52183834
201600600219,2,41,165,9,0,1,4,22,41,272.52183834
201600600220,1,31,1709,6,96,1,1,2,31,61.761240994
201600600220,2,31,1709,6,0,1,1,2,31,61.761240994
201600600231,1,41,165,4,99,1,4,22,41,19.296027702
201600600231,2,41,165,4,0,1,4,22,41,19.296027702
201600600268,1,17,1053,8,0,1,3,15,17,130.65106552
201600600282,1,17,1053,7,92,1,3,15,17,140.45961631
201600600282,2,17,1053,7,0,1,3,15,17,140.45961631
201600600294,1,17,1053,6,0,1,3,15,17,51.649481216
201600600321,1,17,1053,10,0,1,3,15,17,217.06189198
201600600321,2,17,1053,10,0,1,3,15,17,217.06189198
201600600323,1,17,1053,9,0,1,3,15,17,148.196393
201600600323,2,17,1053,9,0,1,3,15,17,148.196393
201600600377,1,17,1053,9,93,1,3,15,17,148.196393
201600600377,2,17,1053,9,0,1,3,15,17,148.196393
201600600384,1,17,1053,6,0,1,3,15,17,51.649481216
201600600384,2,17,1053,6,0,1,3,15,17,51.649481216
201600600384,3,17,1053,6,0,1,3,15,17,51.649481216
201600600384,4,17,1053,6,0,1,3,15,17,51.649481216
201600600384,5,17,1053,6,99,1,3,15,17,51.649481216
201600600394,1,17,1053,10,92,1,3,15,17,217.06189198
201600600396,1,17,1053,2,93,1,3,15,17,24.436881848
201600600410,1,17,1053,8,93,1,3,15,17,130.65106552
201600600410,2,17,1053,8,0,1,3,15,17,130.65106552
201600600446,1,17,1053,10,0,1,3,15,17,217.06189198
201600600446,2,17,1053,10,0,1,3,15,17,217.06189198
201600600448,1,31,1710,8,96,1,1,2,31,171.96951594
201600600448,2,31,1710,8,0,1,1,2,31,171.96951594
201600600454,1,17,1053,9,0,1,3,15,17,148.196393
201600600474,1,17,1053,8,92,1,3,15,17,130.65106552
201600600474,2,17,1053,8,0,1,3,15,17,130.65106552
201600600476,1,17,1053,3,0,1,3,15,17,28.062852902
201600600481,1,17,1053,7,0,1,3,15,17,140.45961631
201600600481,2,17,1053,7,0,1,3,15,17,140.45961631
201600600494,1,17,1053,5,0,1,3,15,17,21.995155874
201600600494,2,17,1053,5,0,1,3,15,17,21.995155874
201600600524,1,17,1053,10,0,1,3,15,17,217.06189198
201600600524,2,17,1053,10,0,1,3,15,17,217.06189198
201600600536,1,31,1710,9,0,1,1,2,31,217.52451111
201600600536,2,31,1710,9,0,1,1,2,31,217.52451111
201600600542,1,41,165,9,0,1,4,22,41,272.52183834
201600600542,2,41,165,9,0,1,4,22,41,272.52183834
201600600563,1,41,165,8,5,1,4,22,41,234.2681056
201600600563,2,41,165,8,0,1,4,22,41,234.2681056
201600600602,1,41,165,9,0,1,4,22,41,272.52183834
201600600602,2,41,165,9,0,1,4,22,41,272.52183834
201600600609,1,41,165,10,0,1,4,22,41,357.69496684
201600600623,1,41,165,6,0,1,4,22,41,98.551520688
201600600623,2,41,165,6,0,1,4,22,41,98.551520688
201600600667,1,41,165,5,0,1,4,22,41,35.382681725
201600600667,2,41,165,5,0,1,4,22,41,35.382681725
201600600680,1,41,165,9,99,1,4,22,41,272.52183834
201600600680,2,41,165,9,0,1,4,22,41,272.52183834
201600600705,1,31,1708,6,17,1,1,2,31,61.761240994
201600600705,2,31,1708,6,0,1,1,2,31,61.761240994
201600600713,1,41,165,4,99,1,4,22,41,19.296027702
201600600713,2,41,165,4,0,1,4,22,41,19.296027702
201600600756,1,30,3291,8,0,1,3,14,30,118.28369729
201600600756,2,30,3291,8,0,1,3,14,30,118.28369729
201600600758,1,30,3291,10,0,1,3,14,30,204.92062936
201600600759,1,30,3291,9,0,1,3,14,30,141.36449051
201600600759,2,30,3291,9,93,1,3,14,30,141.36449051
201600600809,1,30,3292,7,0,1,3,14,30,146.10163192
201600600809,2,30,3292,7,0,1,3,14,30,146.10163192
201600600811,1,30,3292,8,0,1,3,14,30,118.28369729
201600600817,1,82,2139,10,0,2,3,19,82,188.64206033
201600600822,1,82,2139,5,13,2,3,19,82,21.95172509
201600600823,1,82,2139,6,0,2,3,19,82,22.325098729
201600600823,2,82,2139,6,0,2,3,19,82,22.325098729
201600600825,1,82,2139,5,0,2,3,19,82,21.95172509
201600600830,1,82,2139,2,0,2,3,19,82,21.95172509
201600600834,1,82,2139,8,0,2,3,19,82,112.22511142
201600600863,1,28,440,6,0,1,3,11,28,62.269244771
201600600863,2,28,440,6,0,1,3,11,28,62.269244771
201600600881,1,28,440,3,99,1,3,11,28,28.388474874
201600600881,2,28,440,3,0,1,3,11,28,28.388474874
201600600885,1,28,440,9,0,1,3,11,28,170.94373896
201600600885,2,28,440,9,0,1,3,11,28,170.94373896
201600600903,1,12,456,6,0,1,3,12,12,54.714251004
201600600903,2,12,456,6,0,1,3,12,12,54.714251004
201600600906,1,12,456,9,0,1,3,12,12,160.35589323
201600600906,2,12,456,9,0,1,3,12,12,160.35589323
201600600932,1,12,457,9,99,1,3,12,12,160.35589323
201600600932,2,12,457,9,0,1,3,12,12,160.35589323
201600601000,1,28,437,5,99,1,3,11,28,33.780499661
201600601003,1,28,437,6,99,1,3,11,28,62.269244771
201600601014,1,28,437,9,99,1,3,11,28,170.94373895
201600601014,2,28,437,9,0,1,3,11,28,170.94373895
201600601048,1,28,440,8,0,1,3,11,28,168.07366164
201600601048,2,28,440,8,0,1,3,11,28,168.07366164
201600601048,3,28,440,8,0,1,3,11,28,168.07366164
201600601069,1,28,440,10,0,1,3,11,28,263.71619677
201600601069,2,28,440,10,0,1,3,11,28,263.71619677
201600601101,1,78,466,2,0,1,3,10,78,28.205634142
201600601160,1,12,455,6,0,1,3,12,12,54.714251004
201600601160,2,12,455,6,0,1,3,12,12,54.714251004
201600601203,1,12,456,10,0,1,3,12,12,235.19364783
201600601203,2,12,456,10,0,1,3,12,12,235.19364783
201600601239,1,12,457,5,99,1,3,12,12,23.909356419
201600601239,2,12,457,5,0,1,3,12,12,23.909356419
201600601239,3,12,457,5,0,1,3,12,12,23.909356419
201600601243,1,12,457,6,93,1,3,12,12,54.714251004
201600601243,2,12,457,6,99,1,3,12,12,54.714251004
201600601248,1,12,457,8,99,1,3,12,12,138.72526119
201600601248,2,12,457,8,99,1,3,12,12,138.72526119
201600601412,1,12,458,2,0,1,3,12,12,26.183018048
201600601462,1,75,1230,2,0,2,3,19,75,21.609418817
201600601469,1,75,1231,4,0,2,3,19,75,21.056081872
201600601469,2,75,1231,4,1,2,3,19,75,21.056081872
201600601473,1,75,1231,10,0,2,3,19,75,205.52548782
201600601473,2,75,1231,10,99,2,3,19,75,205.52548782
201600601474,1,75,1227,10,99,2,3,19,75,205.52548782
201600601480,1,75,1225,9,0,2,3,19,75,138.13123133
201600601480,2,75,1225,9,1,2,3,19,75,138.13123133
201600601482,1,75,1222,10,0,2,3,19,75,205.52548782
201600601529,1,56,206,2,0,1,4,20,206,99.7642174
201600601655,1,56,206,6,96,1,4,20,206,203.02664211
201600601655,2,56,206,6,0,1,4,20,206,203.02664211
201600601709,1,56,206,8,0,1,4,20,206,507.02064039
201600601709,2,56,206,8,0,1,4,20,206,507.02064039
201600601725,1,56,206,2,0,1,4,20,206,99.7642174
201600601925,1,56,206,10,0,1,4,20,206,839.70300567
201600601925,2,56,206,10,0,1,4,20,206,839.70300567
201600601943,1,56,206,2,0,1,4,20,206,99.7642174
201600601992,1,56,206,6,96,1,4,20,206,203.02664211
201600601992,2,56,206,6,96,1,4,20,206,203.02664211
201600602076,1,41,159,6,99,1,4,22,41,98.551520687
201600602076,2,41,159,6,0,1,4,22,41,98.551520687
201600602076,3,41,159,6,0,1,4,22,41,98.551520687
201600602082,1,41,159,8,0,1,4,22,41,234.2681056
201600602082,2,41,159,8,0,1,4,22,41,234.2681056
201600602088,1,41,159,5,0,1,4,22,41,35.382681725
201600602088,2,41,159,5,0,1,4,22,41,35.382681725
201600602100,1,41,159,9,0,1,4,22,41,272.52183834
201600602100,2,41,159,9,0,1,4,22,41,272.52183834
201600602149,1,41,159,2,99,1,4,22,41,34.327036498
201600602215,1,41,159,3,99,1,4,22,41,49.150023316
201600602215,2,41,159,3,0,1,4,22,41,49.150023316
201600602215,3,41,159,3,0,1,4,22,41,49.150023316
201600602271,1,28,437,2,0,1,3,11,28,26.308637204
201600602281,1,28,441,3,93,1,3,11,28,28.388474874
201600602281,2,28,441,3,99,1,3,11,28,28.388474874
201600602281,3,28,441,3,0,1,3,11,28,28.388474874
201600602281,4,28,441,3,0,1,3,11,28,28.388474874
201600602291,1,78,454,3,0,1,3,10,78,30.243108402
201600602319,1,78,466,6,0,1,3,10,78,60.404011221
201600602319,2,78,466,6,0,1,3,10,78,60.404011221
201600602319,3,78,466,6,0,1,3,10,78,60.404011221
201600602394,1,12,455,8,6,1,3,12,12,138.72526119
201600602394,2,12,455,8,0,1,3,12,12,138.72526119
201600602426,1,12,456,3,0,1,3,12,12,28.711200962
201600602426,2,12,456,3,0,1,3,12,12,28.711200962
201600602430,1,12,456,6,0,1,3,12,12,54.714251004
201600602430,2,12,456,6,0,1,3,12,12,54.714251004
201600602442,1,12,456,9,0,1,3,12,12,160.35589323
201600602442,2,12,456,9,0,1,3,12,12,160.35589323
201600602459,1,12,456,4,0,1,3,12,12,11.213337484
201600602459,2,12,456,4,0,1,3,12,12,11.213337484
201600602459,3,12,456,4,0,1,3,12,12,11.213337484
201600602459,4,12,456,4,0,1,3,12,12,11.213337484
201600602459,5,12,456,4,0,1,3,12,12,11.213337484
201600602486,1,12,457,3,99,1,3,12,12,28.711200962
201600602486,2,12,457,3,99,1,3,12,12,28.711200962
201600602727,1,78,454,9,0,1,3,10,78,175.6598113
201600602839,1,12,456,8,0,1,3,12,12,138.72526119
201600602839,2,12,456,8,0,1,3,12,12,138.72526119
201600602839,3,12,456,8,99,1,3,12,12,138.72526119
201600602839,4,12,456,8,0,1,3,12,12,138.72526119
201600602839,5,12,456,8,0,1,3,12,12,138.72526119
201600602843,1,12,456,7,0,1,3,12,12,142.66553889
201600602843,2,12,456,7,0,1,3,12,12,142.66553889
201600602848,1,12,456,4,0,1,3,12,12,11.213337484
201600602879,1,12,457,2,99,1,3,12,12,26.183018048
201600602898,1,12,457,9,99,1,3,12,12,160.35589323
201600602898,2,12,457,9,0,1,3,12,12,160.35589323
201600603061,1,75,1231,6,98,2,3,19,75,46.247547909
201600603062,1,75,1227,6,0,2,3,19,75,46.247547909
201600603074,1,81,3133,10,0,2,1,4,81,279.05130634
201600603081,1,81,3133,6,0,2,1,4,81,52.579297189
201600603092,1,81,3133,9,0,2,1,4,81,182.00370891
201600603092,2,81,3133,9,0,2,1,4,81,182.00370891
201600603103,1,65,2853,8,0,1,3,13,65,139.83639946
201600603103,2,65,2853,8,0,1,3,13,65,139.83639946
201600603103,3,65,2853,8,0,1,3,13,65,139.83639946
201600603115,1,25,2087,10,0,1,2,8,25,189.68926309
201600603115,2,25,2087,10,0,1,2,8,25,189.68926309
201600603116,1,65,2851,9,99,1,3,13,65,181.67007486
201600603116,2,65,2851,9,0,1,3,13,65,181.67007486
201600603124,1,25,2087,9,0,1,2,8,25,145.16552091
201600603124,2,25,2087,9,0,1,2,8,25,145.16552091
201600603162,1,38,573,10,0,1,3,14,38,239.56134362
201600603162,2,38,573,10,0,1,3,14,38,239.56134362
201600603177,1,38,573,6,0,1,3,14,38,57.018657776
201600603186,1,38,573,9,0,1,3,14,38,171.27044402
201600603186,2,38,573,9,0,1,3,14,38,171.27044402
201600603251,1,35,2799,10,0,1,3,13,35,175.15441064
201600603251,2,35,2799,10,0,1,3,13,35,175.15441064
201600603259,1,34,1684,2,99,1,1,1,34,23.654666824
201600603268,1,35,2799,9,16,1,3,13,35,150.8784447
201600603268,2,35,2799,9,0,1,3,13,35,150.8784447
201600603279,1,38,568,9,0,1,3,14,38,171.27044402
201600603279,2,38,568,9,0,1,3,14,38,171.27044402
201600603284,1,38,569,6,0,1,3,14,38,57.018657778
201600603284,2,38,569,6,0,1,3,14,38,57.018657778
201600603292,1,38,568,6,99,1,3,14,38,57.018657777
201600603292,2,38,568,6,0,1,3,14,38,57.018657777
201600603309,1,38,569,9,0,1,3,14,38,171.27044402
201600603309,2,38,569,9,0,1,3,14,38,171.27044402
201600603322,1,38,569,3,0,1,3,14,38,29.937651979
201600603322,2,38,569,3,0,1,3,14,38,29.937651979
201600603347,1,38,569,10,0,1,3,14,38,239.56134363
201600603347,2,38,569,10,0,1,3,14,38,239.56134363
201600603364,1,38,569,5,0,1,3,14,38,26.708334138
201600603364,2,38,569,5,0,1,3,14,38,26.708334138
