YEAR,STATE,COUNTY,FATALS,ST_CASE,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_RD,A_TOD,A_DOW,A_HR,A_CT,A_LT,A_MC,A_SPCRA,A_PED,A_PEDAL,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_DIST,A_DROWSY
1988,12,105,1,121789,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1988,12,73,1,121790,1,4,1,2,1,1,3,1,4,3,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,109,2,121791,1,4,1,2,1,1,3,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,91,2,121792,1,4,1,2,1,2,3,3,1,3,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,57,1,121793,1,4,1,2,1,2,6,2,1,3,2,2,2,1,2,2,2,2,1,2,2,3,1,1,1,1,2,2,1,2,2
1988,12,95,1,121794,1,4,1,2,2,2,6,2,1,3,3,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,113,1,121795,1,4,1,2,1,1,6,1,1,3,1,2,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,91,1,121796,1,4,2,2,1,1,2,1,4,3,1,1,2,2,2,1,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1988,12,53,1,121797,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,123,1,121798,1,4,1,2,1,1,3,1,4,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1988,12,47,1,121799,1,4,1,2,4,2,6,2,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,29,1,121800,1,4,1,2,1,2,3,2,1,3,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1988,12,25,1,121802,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1988,12,65,1,121803,1,4,1,2,1,2,3,2,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,57,1,121804,1,4,1,2,1,2,6,2,1,3,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1988,12,127,1,121805,1,4,1,2,2,2,3,2,1,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,131,2,121806,1,4,1,2,1,1,3,1,4,3,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,57,1,121807,1,4,1,2,4,2,4,2,1,3,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,111,1,121808,1,4,1,2,1,1,3,1,1,3,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,109,1,121809,1,4,1,2,1,2,5,2,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,95,1,121810,1,4,1,2,1,2,6,2,1,3,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,69,1,121811,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2
1988,12,99,1,121812,1,4,1,2,1,1,3,1,4,3,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1988,12,103,1,121814,1,4,2,2,4,2,6,2,1,3,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1988,12,25,1,121815,1,4,2,2,1,1,6,1,3,3,1,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,103,1,121816,1,4,2,2,4,2,6,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1988,12,61,1,121817,1,4,2,2,1,1,6,1,4,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2
1988,12,83,1,121818,1,4,1,2,2,2,5,2,1,3,1,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2
1988,12,95,1,121819,1,4,1,2,1,2,5,2,1,3,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1988,12,113,2,121820,1,4,1,2,1,2,4,2,4,3,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1988,12,57,1,121821,1,4,1,2,4,2,3,2,1,3,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,87,1,121822,1,4,2,2,1,1,2,1,1,3,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,95,2,121823,1,4,1,2,1,2,6,3,1,3,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2
1988,12,99,1,121824,1,4,2,2,1,2,6,2,1,3,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1988,12,61,1,121825,1,4,2,2,1,2,6,2,1,3,1,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,99,1,121826,1,4,2,2,1,1,2,1,1,3,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,43,1,121827,1,4,1,2,1,2,5,2,4,3,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,91,1,121828,1,4,1,2,1,2,3,2,4,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,9,2,121830,1,4,2,2,4,2,5,2,1,3,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2
1988,12,57,1,121831,1,4,1,2,4,2,6,2,1,3,2,2,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2
1988,12,25,1,121832,1,4,2,2,1,2,2,2,1,3,1,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,101,1,121833,1,4,1,2,1,2,5,2,2,3,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,115,2,121834,1,4,1,1,3,2,1,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2
1988,12,115,1,121835,1,4,1,2,1,1,6,1,4,3,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2
1988,12,25,1,121836,1,4,1,2,1,2,3,2,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,9,1,121837,1,4,2,2,1,1,2,1,4,3,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,31,1,121838,1,4,2,2,4,1,2,1,1,3,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1988,12,109,1,121839,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,57,2,121840,1,4,1,1,1,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,1,1,121841,1,4,1,2,1,2,5,2,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,1,1,121842,1,4,1,2,1,2,5,2,1,3,2,2,2,2,1,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,23,1,121843,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,63,1,121844,1,4,1,2,1,1,3,1,4,3,1,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1988,12,25,1,121845,1,4,2,2,1,2,6,2,1,3,2,1,2,1,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,99,1,121846,1,4,2,2,1,2,2,2,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,103,1,121847,1,4,2,2,4,1,2,1,1,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1988,12,11,1,121849,1,4,2,1,2,2,1,2,1,3,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,61,1,121850,1,4,1,2,1,2,3,2,1,3,2,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,25,1,121851,1,4,2,2,1,1,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,31,1,121852,1,4,1,2,1,2,6,2,1,3,1,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,99,1,121853,1,4,1,2,4,2,6,2,1,3,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,73,1,121854,1,4,2,2,2,2,6,2,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,11,1,121855,1,4,2,2,1,1,6,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,95,1,121856,1,4,2,1,4,2,1,2,1,3,2,2,2,1,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,17,3,121857,1,4,1,2,1,2,5,2,4,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2
1988,12,99,1,121858,1,4,1,2,1,1,6,1,4,3,1,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,1,2,1,2,2
1988,12,25,1,121859,1,4,2,2,1,1,4,1,4,3,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,69,1,121860,1,4,1,2,1,2,5,2,4,3,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1988,12,95,1,121861,1,4,1,2,1,2,6,2,1,3,2,1,1,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,85,1,121862,1,4,1,2,4,2,5,2,1,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2
1988,12,83,1,121863,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2
1988,12,57,1,121864,1,4,2,2,1,2,6,2,1,3,1,1,2,1,2,2,1,1,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,99,1,121865,1,4,1,2,1,2,6,2,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,1,1,121866,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,111,1,121867,1,4,1,2,1,1,5,1,4,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,127,1,121868,1,4,2,2,1,1,6,1,4,3,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,109,1,121869,1,4,1,2,2,2,3,2,1,3,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
1988,12,127,1,121870,1,4,1,2,1,1,6,1,4,3,2,2,2,3,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2
1988,12,127,3,121871,1,4,1,2,1,2,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,61,1,121872,1,4,1,1,1,1,1,1,1,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,25,1,121873,1,4,2,2,4,2,6,2,1,3,2,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,25,1,121874,1,4,1,2,1,2,3,2,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,63,1,121875,1,4,1,2,1,1,4,1,4,3,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,95,1,121876,1,4,2,2,1,2,2,2,4,3,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1,1,2,2
1988,12,25,1,121877,1,4,2,2,4,2,4,3,1,3,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,9,1,121878,1,4,2,2,1,2,2,2,1,3,2,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,11,1,121879,1,4,2,2,4,2,4,2,1,3,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,25,1,121880,1,4,2,2,1,1,6,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,31,2,121881,1,4,2,2,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1988,12,57,1,121882,1,4,2,2,1,1,4,1,4,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2
1988,12,101,1,121883,1,4,1,2,4,1,6,1,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,69,1,121884,1,4,2,2,1,2,6,2,1,3,1,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,25,1,121885,1,4,1,2,2,2,4,2,1,3,1,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,2
1988,12,25,1,121886,1,4,2,2,1,1,4,1,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,19,1,121887,1,4,1,2,1,2,5,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,109,1,121888,1,4,1,2,1,2,3,2,1,3,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2
1988,12,105,2,121889,1,4,1,2,1,2,6,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1988,12,105,2,121890,1,4,1,1,2,2,1,2,1,3,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1988,12,25,1,121891,1,4,1,2,4,2,3,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1988,12,11,1,121892,1,4,2,2,1,2,4,2,1,3,1,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,119,1,121893,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,83,1,121894,1,4,1,2,1,2,5,2,1,3,2,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,95,1,121895,1,4,2,2,4,2,4,2,1,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,57,1,121896,1,4,1,2,4,2,6,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,39,1,121897,1,4,1,2,1,2,3,2,1,3,1,2,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,57,1,121898,1,4,1,1,4,2,1,2,1,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2
1988,12,19,1,121899,1,4,1,2,4,2,3,2,1,3,1,2,2,1,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1988,12,97,1,121900,1,4,1,2,4,2,3,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,83,1,121901,1,4,1,1,1,2,1,2,2,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1988,12,83,1,121902,1,4,1,2,1,2,3,2,1,3,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
1988,12,95,1,121903,1,4,1,2,2,2,6,2,1,3,3,1,1,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,95,1,121904,1,4,1,2,1,2,4,2,5,3,1,2,2,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,11,1,121906,1,4,2,2,1,2,6,2,1,3,2,1,1,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,11,1,121907,1,4,2,2,1,1,2,1,3,3,1,2,2,3,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,117,3,121908,1,4,2,2,4,2,6,3,1,3,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,105,1,121909,1,4,2,2,1,2,2,2,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,11,1,121910,1,4,2,2,1,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,3,1,121911,1,4,1,2,1,1,5,1,4,3,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,11,1,121912,1,4,2,2,1,1,6,1,4,3,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,99,1,121913,1,4,1,2,1,1,6,1,4,3,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,9,1,121914,1,4,2,2,1,1,2,1,5,3,2,2,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1988,12,25,1,121915,1,4,2,2,4,2,6,2,1,3,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,25,1,121916,1,4,2,2,1,1,2,1,1,3,1,1,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,11,1,121917,1,4,2,2,1,2,6,2,4,3,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,3,1,121918,1,4,1,2,1,2,5,2,3,3,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,11,1,121919,1,4,2,2,1,2,2,2,1,3,1,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,25,2,121920,1,4,1,2,4,2,6,2,1,3,2,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,11,1,121921,1,4,2,2,1,2,6,2,4,3,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,25,1,121922,1,4,1,2,1,1,3,1,1,3,1,2,2,2,2,2,2,2,1,2,2,3,1,1,1,1,2,2,1,2,2
1988,12,71,1,121923,1,4,2,2,4,2,6,2,1,3,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2
1988,12,25,2,121924,1,4,2,2,1,2,4,2,4,3,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1988,12,81,1,121925,1,4,1,2,1,2,3,2,1,3,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2
1988,12,95,1,121926,1,4,1,2,1,2,3,2,1,3,2,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,11,1,121927,1,4,2,2,1,2,6,2,3,3,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,73,1,121928,1,4,1,2,4,1,6,1,1,3,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2
1988,12,73,1,121929,1,4,1,2,4,2,3,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2
1988,12,93,1,121930,1,4,1,2,4,2,6,2,1,3,2,2,2,1,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1988,12,95,1,121931,1,4,1,2,1,1,6,1,1,3,1,2,2,1,2,2,2,1,2,2,2,3,2,2,1,1,2,2,1,2,2
1988,12,103,4,121932,1,4,1,2,1,2,5,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2
1988,12,105,1,121933,1,4,1,2,1,1,4,1,4,3,1,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,95,1,121934,1,4,2,1,1,2,1,2,4,3,2,1,2,3,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,25,1,121935,1,4,1,2,4,1,6,1,1,3,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,57,1,121936,1,4,1,2,4,2,6,2,1,3,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,25,1,121937,1,4,2,2,1,1,2,1,1,3,2,2,2,1,2,2,2,1,2,2,2,3,2,2,1,1,2,2,1,2,2
1988,12,117,1,121938,1,4,2,2,1,2,4,2,1,3,2,1,2,3,2,2,2,1,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,71,1,121939,1,4,1,2,1,2,3,2,2,3,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,31,1,121940,1,4,2,2,1,1,2,1,4,3,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2
1988,12,11,1,121941,1,4,1,2,4,1,6,1,1,3,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,113,1,121942,1,4,1,2,1,2,4,2,1,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
1988,12,99,1,121943,1,4,2,1,1,2,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,103,1,121944,1,4,1,2,1,2,6,2,1,3,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,71,1,121945,1,4,1,2,4,2,3,2,1,3,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,25,2,121946,1,4,1,2,1,1,3,1,4,3,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,97,1,121947,1,4,1,2,1,1,6,1,1,3,1,2,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,57,1,121948,1,4,1,2,1,2,3,2,4,3,1,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,127,2,121949,1,4,2,1,1,2,1,2,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,75,2,121950,1,4,1,2,1,2,5,2,3,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,117,1,121951,1,4,1,2,4,2,5,2,1,3,2,1,2,1,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,33,1,121952,1,4,1,2,1,2,3,2,1,3,2,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,119,2,121953,1,4,1,2,1,1,4,1,4,3,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2
1988,12,127,1,121954,1,4,1,2,1,2,3,2,1,3,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,3,1,121955,1,4,1,1,4,2,1,2,1,3,2,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1
1988,12,47,1,121956,1,4,1,1,4,2,1,2,1,3,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1
1988,12,105,1,121957,1,4,1,2,1,2,3,2,2,3,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,71,1,121959,1,4,1,2,1,2,3,2,5,3,1,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2
1988,12,11,1,121961,1,4,2,2,1,1,2,1,1,3,2,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,1
1988,12,81,1,121962,1,4,1,2,1,1,6,1,4,3,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,57,1,121963,1,4,2,2,4,2,6,2,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,31,2,121964,1,4,2,2,4,2,6,2,1,3,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,9,2,121965,1,4,1,2,4,2,5,2,1,3,2,2,2,1,2,2,1,2,2,1,2,3,1,1,1,1,2,2,1,2,2
1988,12,11,2,121966,1,4,1,2,4,2,3,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2
1988,12,87,1,121967,1,4,2,2,4,2,4,2,1,3,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
1988,12,99,1,121968,1,4,1,2,1,2,3,2,5,3,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2
1988,12,99,1,121969,1,4,1,2,1,2,6,2,2,3,2,1,2,3,2,2,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1988,12,99,1,121970,1,4,2,2,1,1,4,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2
1988,12,79,1,121971,1,4,2,2,1,1,6,1,4,3,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,3,1,121972,1,4,1,2,1,2,5,3,1,3,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,127,1,121973,1,4,2,2,1,1,6,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1988,12,29,1,121974,1,4,1,1,1,2,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,33,1,121975,1,4,1,2,1,2,3,2,4,3,1,1,2,3,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2
1988,12,33,1,121976,1,4,1,2,4,2,3,2,1,3,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,113,1,121977,1,4,1,2,2,2,6,2,1,3,3,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
1988,12,57,1,121978,1,4,1,2,4,2,6,2,1,3,1,1,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2
1988,12,85,1,121979,1,4,1,1,3,2,1,2,1,3,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2
1988,12,99,1,121980,1,4,1,2,1,2,3,2,1,3,2,1,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
1988,12,115,1,121981,1,4,1,1,1,2,1,2,1,3,2,2,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2
