YEAR,VEH_NO,ST_CASE,A_BODY,A_IMP1,A_IMP2,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_DRDIS,A_DRDRO
1989,1,10090,1,2,2,1,1,1,3,4,2,3,1981,2,2
1989,1,10091,6,2,2,2,1,1,3,4,2,3,1982,2,2
1989,2,10091,1,2,2,2,1,1,3,4,1,3,1986,2,2
1989,1,10092,2,2,2,2,1,1,3,4,2,3,1973,2,2
1989,2,10092,1,2,2,2,1,1,3,4,1,3,1974,2,2
1989,1,10093,1,5,5,2,1,1,3,4,1,3,1963,2,2
1989,1,10094,2,1,1,1,1,1,3,4,2,3,1979,2,2
1989,1,10095,7,3,3,2,4,1,3,1,2,3,1981,2,2
1989,2,10095,1,2,2,2,1,1,3,4,1,3,1974,2,2
1989,1,10096,1,2,2,2,2,2,3,4,1,3,1986,2,2
1989,1,10097,1,2,2,2,1,1,3,4,2,3,1987,2,2
1989,2,10097,1,3,3,2,1,1,3,4,2,3,1987,2,2
1989,1,10098,1,2,2,2,2,2,3,4,1,3,1973,2,2
1989,2,10098,1,5,5,2,1,1,3,4,2,3,1986,2,2
1989,1,10099,1,4,4,2,1,1,3,4,2,3,1972,2,2
1989,2,10099,1,2,2,2,1,1,3,4,1,3,1978,2,2
1989,3,10099,2,4,4,2,1,1,3,4,2,3,1987,2,2
1989,1,10100,1,2,2,2,2,2,3,4,1,3,1989,2,2
1989,2,10100,1,2,2,2,1,1,3,4,1,3,1978,2,2
1989,1,10101,1,2,2,2,1,1,3,4,2,3,1988,2,2
1989,2,10101,1,2,2,2,2,2,3,4,2,3,1978,2,2
1989,1,10102,1,2,2,2,1,1,3,4,2,3,1972,2,2
1989,2,10102,6,5,5,2,1,1,3,4,2,3,1975,2,2
1989,1,10103,1,2,2,2,2,2,3,4,1,3,1979,2,2
1989,2,10103,1,2,2,2,1,1,3,4,2,3,1988,2,2
1989,1,10105,1,2,2,2,1,1,3,4,2,3,1977,2,2
1989,2,10105,1,2,2,1,1,1,3,4,2,3,1984,2,2
1989,1,10106,1,6,6,1,1,1,3,4,1,3,1985,2,2
1989,1,10107,1,4,4,2,1,1,3,4,2,3,1987,2,2
1989,2,10107,2,2,2,1,2,2,3,4,1,3,1972,2,2
1989,1,10108,2,2,2,2,1,1,3,4,2,3,1977,2,2
1989,1,10109,3,2,2,1,2,2,3,4,1,3,1978,2,2
1989,1,10110,1,2,2,2,1,1,3,4,1,3,1989,2,2
1989,1,10111,1,2,2,2,1,1,3,4,2,3,1985,2,2
1989,1,10112,2,2,2,2,1,1,3,4,1,3,1985,2,1
1989,2,10112,1,2,2,1,1,1,3,4,2,3,1981,2,2
1989,1,10113,1,2,2,2,1,1,3,4,2,3,1980,2,2
1989,1,10114,6,1,1,1,1,1,3,4,1,3,1989,2,2
1989,2,10114,1,2,2,2,2,2,3,4,2,3,1979,2,2
1989,1,10115,1,2,2,2,2,2,3,4,2,3,1971,2,2
1989,1,10116,1,2,2,2,2,2,3,4,2,3,1975,2,2
1989,2,10116,1,2,2,2,1,1,3,4,2,3,1980,2,2
1989,1,10117,2,2,2,2,1,1,3,4,2,3,1973,2,2
1989,1,10118,1,2,2,2,1,1,3,4,2,3,1981,2,2
1989,1,10119,1,2,2,2,2,2,3,4,2,3,1974,2,2
1989,2,10119,2,2,2,2,1,1,3,4,2,3,1983,2,2
1989,1,10120,3,1,1,1,1,1,3,4,2,3,1988,2,2
1989,1,10121,1,2,2,1,2,2,3,4,1,3,1977,2,2
1989,1,10122,1,2,2,2,2,2,3,4,1,3,1976,2,2
1989,1,10123,1,2,2,2,1,1,3,4,2,3,1984,2,2
1989,2,10123,1,2,2,2,1,1,3,4,2,3,1975,2,2
1989,3,10123,1,2,2,2,1,1,3,4,2,3,1989,2,2
1989,1,10124,2,3,3,2,1,1,3,4,1,3,1984,2,2
1989,1,10125,1,5,5,2,1,1,3,4,2,3,1985,2,2
1989,2,10125,2,2,2,2,1,1,3,4,2,3,1972,2,2
1989,1,10126,1,2,2,2,1,1,3,4,1,3,1986,2,2
1989,2,10126,2,2,2,2,1,1,3,4,2,3,1960,2,2
1989,1,10127,1,3,3,2,1,1,3,4,2,3,1974,2,2
1989,1,10128,1,3,3,2,1,1,3,4,2,3,1988,2,2
1989,1,10129,2,2,2,2,1,1,3,4,2,3,1984,2,2
1989,1,10130,2,2,2,2,1,1,3,4,2,3,1988,2,2
1989,1,10131,1,2,2,2,1,1,3,4,2,3,1987,2,2
1989,1,10132,4,2,2,1,1,1,3,4,2,3,1984,2,2
1989,1,10133,2,2,2,1,2,2,3,4,2,3,1978,2,2
1989,1,10134,4,2,2,2,1,1,3,4,2,3,1987,2,2
1989,2,10134,6,4,4,2,1,1,3,4,2,3,1982,2,2
1989,1,10135,2,5,5,2,1,1,3,4,2,3,1964,2,2
1989,1,10136,2,2,2,2,2,2,3,4,2,3,1981,2,2
1989,1,10137,1,2,2,1,1,1,3,4,1,3,1985,2,2
1989,1,10138,6,2,2,2,1,1,3,4,1,3,1981,2,2
1989,1,10139,1,2,2,2,1,1,3,4,2,3,1984,2,2
1989,1,10140,1,1,1,1,1,1,3,4,1,3,1976,2,2
1989,1,10141,1,2,2,2,1,1,3,4,2,3,1988,2,1
1989,1,10142,2,6,4,2,2,2,3,4,1,3,1974,2,2
1989,2,10142,3,2,2,2,1,1,3,4,2,3,1985,2,2
1989,1,10143,1,6,6,1,1,1,3,4,2,3,1981,2,2
1989,1,10144,1,2,2,2,1,1,3,4,2,3,1979,2,2
1989,2,10144,2,2,2,2,1,1,3,4,2,3,1976,2,2
1989,1,10145,2,4,4,2,2,2,3,4,1,3,1977,2,2
1989,1,10146,2,1,1,1,2,2,3,4,1,3,1970,2,2
1989,1,10147,2,2,2,2,1,1,3,4,2,3,1983,2,2
1989,2,10147,1,2,2,2,1,1,3,4,2,3,1984,2,2
1989,1,10148,2,1,1,1,2,2,3,4,2,3,1974,2,1
1989,1,10149,1,2,2,2,1,1,3,4,1,3,1984,2,1
1989,2,10149,2,4,4,1,1,1,3,4,2,3,1987,2,2
1989,1,10150,1,2,2,2,1,1,3,4,2,3,1987,2,2
1989,2,10150,6,2,2,1,1,1,3,4,2,3,1979,2,2
1989,1,10151,1,2,2,2,1,1,3,4,2,3,1986,2,2
1989,2,10151,1,2,2,2,1,1,3,4,1,3,1981,2,2
1989,1,10152,2,2,2,1,1,1,3,4,1,3,1984,2,2
1989,1,10153,6,1,1,1,1,1,3,4,2,3,1984,2,2
1989,1,10154,1,2,2,2,2,2,3,4,2,3,1979,2,2
1989,2,10154,6,5,5,2,1,1,3,4,2,3,1981,2,2
1989,1,10155,1,2,2,2,2,2,3,4,2,3,1988,2,2
1989,2,10155,2,2,2,2,2,2,3,4,1,3,1977,2,2
1989,1,10156,1,2,2,2,1,1,3,4,1,3,1986,2,2
1989,1,10157,2,2,2,1,1,1,3,4,2,3,1987,2,2
1989,1,10158,6,2,2,2,1,1,3,4,1,3,1979,2,2
1989,1,10159,1,2,2,2,1,1,3,4,2,3,1989,2,2
1989,1,10160,3,1,1,1,1,1,3,4,2,3,1973,2,2
1989,1,10161,1,2,2,2,1,1,3,4,1,3,1974,2,2
1989,1,10162,1,1,1,1,1,1,3,4,1,3,1987,2,1
1989,1,10163,1,3,3,2,2,2,3,4,1,3,1975,2,2
1989,2,10163,1,2,2,2,1,1,3,4,2,3,1979,2,2
1989,1,10164,6,4,4,1,1,1,3,4,1,3,1982,2,2
1989,1,10165,1,2,2,2,1,1,3,4,2,3,1975,2,2
1989,1,10166,2,1,1,1,1,1,3,4,1,3,1983,2,2
1989,1,10167,1,6,6,2,1,1,3,4,2,3,1987,2,2
1989,1,10168,1,5,5,2,2,2,3,4,2,3,1989,2,2
1989,2,10168,1,2,2,2,1,1,3,4,2,3,1987,2,2
1989,1,10169,1,2,2,2,1,1,3,4,2,3,1986,2,2
1989,2,10169,6,4,4,2,1,1,3,4,2,3,1987,2,2
1989,1,10170,2,3,3,2,1,1,3,4,2,3,1986,2,2
1989,2,10170,6,2,2,2,1,1,3,4,2,3,1973,2,2
1989,1,10171,6,2,2,2,1,1,3,4,2,3,1987,2,2
1989,2,10171,1,5,5,2,1,1,3,4,2,3,1982,2,2
1989,1,10172,9,4,4,2,2,1,3,4,1,3,9999,2,2
1989,1,10173,1,2,2,2,1,1,3,4,2,3,1981,2,2
1989,2,10173,6,2,2,2,1,1,3,4,2,3,1971,2,2
1989,1,10174,1,2,2,2,1,1,3,4,2,3,1979,2,2
1989,2,10174,1,2,2,2,2,2,3,4,2,3,1974,2,2
1989,1,10175,1,2,2,2,1,1,3,4,2,3,1977,2,2
1989,2,10175,6,4,4,2,1,1,3,4,2,3,1974,2,2
1989,3,10175,1,2,2,2,1,1,3,4,2,3,1988,2,2
1989,1,10176,1,2,2,2,1,1,3,4,1,3,1985,2,2
1989,1,10177,3,1,1,1,1,1,3,4,2,3,1988,2,2
1989,1,10178,4,2,2,2,1,1,3,4,2,3,1983,2,2
1989,2,10178,2,4,4,2,1,1,3,4,2,3,1978,2,2
1989,3,10178,1,2,2,2,1,1,3,4,2,3,1975,2,2
1989,4,10178,1,2,2,2,1,1,3,4,2,3,1980,2,2
1989,1,10179,2,2,2,1,2,2,3,4,1,3,1980,2,2
1989,1,10181,2,2,2,2,1,1,3,4,1,3,1974,2,2
1989,2,10181,1,5,5,2,1,1,3,4,2,3,1963,2,2
1989,1,10182,1,2,2,2,2,2,3,4,1,3,1981,2,2
1989,1,10183,9,7,7,2,3,3,3,4,2,3,9999,2,2
1989,1,10184,2,5,5,1,1,2,3,4,1,3,1969,2,2
1989,1,10185,1,4,4,1,1,1,3,4,1,3,1975,2,2
1989,1,10186,1,2,2,2,1,1,3,4,2,3,1985,2,2
1989,2,10186,1,2,2,2,1,1,3,4,2,3,1984,2,2
1989,1,10187,1,2,2,1,1,1,3,4,2,3,1981,2,2
1989,1,10188,1,7,7,2,2,2,3,4,2,3,1976,2,2
1989,2,10188,1,2,2,2,1,1,3,4,2,3,1984,2,2
1989,1,10189,1,2,2,2,1,1,3,4,2,3,1987,2,2
1989,1,10190,1,2,3,1,1,1,3,4,1,3,1989,2,2
1989,1,10191,1,2,2,2,1,1,3,4,1,3,1988,2,2
1989,2,10191,6,4,4,2,1,1,3,4,2,3,1980,2,2
1989,1,10192,2,2,2,2,2,2,3,4,2,3,1988,2,2
1989,1,10193,1,3,3,2,2,2,3,4,2,3,1977,2,2
1989,2,10193,2,2,2,2,1,1,3,4,2,3,1988,2,2
1989,3,10193,1,2,2,2,1,1,3,4,1,3,1988,2,2
1989,1,10194,2,2,2,2,1,1,3,4,2,3,1988,2,2
1989,2,10194,1,4,4,2,3,3,3,4,2,3,1989,2,2
1989,1,10195,1,3,3,2,1,1,3,4,2,3,1988,2,2
1989,2,10195,1,2,2,2,1,1,3,4,2,3,1983,2,2
1989,1,10196,1,2,2,2,2,2,3,4,2,3,1977,2,2
1989,1,10197,7,3,3,2,4,2,3,2,1,3,1982,2,2
1989,2,10197,1,2,2,2,1,1,3,4,2,3,1979,2,2
1989,1,10198,2,1,1,1,1,1,3,4,1,3,1988,2,2
1989,1,10199,2,2,2,2,1,1,3,4,1,3,1978,2,2
1989,1,10200,1,5,5,2,1,1,3,4,2,3,1986,2,2
1989,2,10200,2,2,2,2,2,2,3,4,2,3,1977,2,2
1989,1,10201,1,3,3,2,1,1,3,4,2,3,1981,2,2
1989,2,10201,2,2,2,2,1,1,3,4,2,3,1968,2,2
1989,3,10201,4,5,5,2,1,1,3,4,2,3,1986,2,2
1989,1,10202,4,7,6,2,1,1,3,4,1,3,1978,2,2
1989,1,10203,7,2,2,2,4,2,3,2,2,3,1983,2,2
1989,1,10204,1,2,2,2,1,1,3,4,2,3,1987,2,2
1989,2,10204,1,5,5,2,1,1,3,4,2,3,1981,2,2
1989,1,10205,1,2,2,2,1,1,3,4,2,3,1982,2,2
1989,1,10206,1,3,3,1,1,1,3,4,2,3,1983,2,2
1989,1,10207,1,2,2,1,2,2,3,4,1,3,1978,2,2
1989,1,10208,1,2,2,2,1,1,3,4,2,3,1986,2,2
1989,2,10208,2,2,2,2,1,1,3,4,2,3,1981,2,2
1989,1,10209,1,2,2,2,1,1,3,4,1,3,1980,2,2
1989,2,10209,1,2,2,2,1,1,3,4,2,3,1984,2,2
1989,1,10210,2,2,2,2,1,1,3,4,2,3,1984,2,2
1989,1,10211,1,3,3,2,1,1,3,4,2,3,1976,2,2
1989,2,10211,1,2,2,2,1,1,3,4,2,3,1981,2,2
1989,1,10212,1,2,2,2,2,2,3,4,2,3,1970,2,2
1989,2,10212,7,3,3,2,4,1,3,1,2,3,1986,2,2
1989,1,10213,2,2,2,1,1,1,3,4,1,3,1986,2,2
1989,1,10214,1,5,5,2,1,1,3,4,1,3,1976,2,2
1989,1,10215,1,3,3,2,2,2,3,4,2,3,1982,2,2
1989,2,10215,6,2,2,2,1,1,3,4,2,3,1985,2,2
1989,1,10216,2,2,2,1,1,1,3,4,2,3,1973,2,2
1989,1,10217,2,2,2,2,1,1,3,4,1,3,1987,2,2
1989,2,10217,2,2,2,2,2,2,3,4,2,3,1973,2,2
1989,1,10218,1,3,3,2,2,2,3,4,1,3,1979,2,2
1989,2,10218,1,2,2,2,1,1,3,4,2,3,1981,2,2
1989,1,10219,1,1,1,1,1,1,3,4,1,3,1987,2,2
1989,1,10220,1,3,3,2,1,1,3,4,1,3,1979,2,2
1989,1,10221,1,1,1,1,1,1,3,4,1,3,1985,2,2
1989,1,10222,1,2,2,2,1,1,3,4,2,3,1986,2,2
1989,2,10222,2,2,2,2,1,1,3,4,2,3,1987,2,2
1989,1,10223,1,3,3,2,1,1,3,4,1,3,1984,2,2
1989,2,10223,2,2,2,2,1,1,3,4,2,3,1986,2,2
1989,1,10224,1,4,4,2,1,1,3,4,2,3,1966,2,2
1989,1,10225,1,2,2,2,1,1,3,4,2,3,1984,2,2
1989,2,10225,6,2,2,2,1,1,3,4,2,3,1986,2,2
1989,1,10226,6,2,2,1,1,1,3,4,2,3,1978,2,2
1989,2,10226,1,2,2,2,1,1,3,4,2,3,1985,2,2
1989,1,10227,1,6,6,2,1,1,3,4,2,3,1980,2,2
1989,1,10228,1,2,2,1,2,2,3,4,1,3,1977,2,2
1989,1,10229,6,5,5,2,1,1,3,4,2,3,1977,2,2
1989,2,10229,6,2,2,2,1,1,3,4,1,3,1987,2,2
1989,1,10230,7,2,2,2,4,1,3,1,2,3,1981,2,2
1989,1,10231,1,5,5,2,1,1,3,4,2,3,1980,2,2
1989,2,10231,1,2,2,2,1,1,3,4,2,3,1979,2,2
1989,1,10232,2,2,2,1,1,1,3,4,2,3,1985,2,2
1989,1,10233,1,2,2,1,1,1,3,4,1,3,1986,2,2
1989,1,10234,1,3,3,2,2,2,3,4,2,3,1974,2,2
1989,2,10234,2,2,2,2,1,1,3,4,2,3,1977,2,2
1989,1,10235,7,2,2,2,4,2,3,2,1,3,1980,2,2
1989,1,10236,1,2,2,1,1,1,3,4,1,3,1981,2,1
1989,1,10237,1,1,1,1,1,1,3,4,1,3,1978,2,2
1989,1,10238,1,2,2,2,1,1,3,4,1,3,1989,2,2
1989,2,10238,2,2,2,1,1,1,3,4,1,3,1980,2,2
1989,1,10239,1,2,2,2,1,1,3,4,2,3,1989,2,2
1989,2,10239,1,2,2,2,1,1,3,4,2,3,1979,2,2
1989,3,10239,1,2,2,2,1,1,3,4,2,3,1985,2,2
1989,4,10239,8,4,4,2,1,1,3,4,2,1,1985,2,2
1989,1,10240,1,2,2,1,1,1,3,4,1,3,1976,2,2
1989,1,10241,1,2,2,2,1,1,3,4,1,3,1987,2,2
1989,2,10241,1,2,2,2,1,1,3,4,2,3,1988,2,2
1989,1,10242,2,2,2,1,1,1,3,4,1,3,1986,2,2
1989,1,10243,1,2,2,2,1,1,3,4,2,3,1977,2,2
1989,2,10243,1,2,2,2,2,2,3,4,2,3,1978,2,2
1989,1,10244,4,4,7,2,1,1,3,4,2,3,1978,2,2
1989,2,10244,6,2,2,2,1,1,3,4,2,3,1985,2,2
1989,1,10245,2,2,2,1,1,1,3,4,2,3,1960,1,2
1989,1,10246,2,2,2,2,1,1,3,4,1,3,1983,2,2
1989,2,10246,1,2,2,2,1,1,3,4,2,3,1987,2,2
1989,1,10247,1,2,2,2,2,2,3,4,2,3,1976,2,2
1989,2,10247,1,2,2,2,1,1,3,4,2,3,1973,2,2
1989,1,10248,9,2,2,2,2,2,3,4,1,3,1986,2,2
1989,1,10249,4,2,2,2,1,1,3,4,2,3,1983,2,2
1989,2,10249,1,2,2,2,1,1,3,4,2,3,1984,2,2
1989,1,10250,2,2,2,1,1,1,3,4,1,3,1986,2,2
1989,1,10251,6,2,2,2,1,1,3,4,2,3,1974,2,2
1989,2,10251,2,2,2,2,1,1,3,4,2,3,1967,2,2
1989,1,10252,6,2,2,2,1,1,3,4,2,3,1973,2,2
1989,2,10252,1,2,2,2,2,2,3,4,2,3,1980,2,2
1989,1,10253,1,2,2,1,1,1,3,4,1,3,1980,2,2
1989,1,10254,1,5,5,2,1,1,3,4,2,3,1985,2,2
1989,2,10254,1,2,2,2,1,1,3,4,2,3,1989,2,2
1989,3,10254,1,2,2,2,1,1,3,4,2,3,1985,2,2
1989,1,10255,1,1,1,1,3,3,3,4,2,3,1973,2,2
1989,1,10256,1,3,3,1,1,1,3,4,2,3,1985,2,2
1989,1,10257,1,2,2,1,1,1,3,4,1,3,1985,2,2
1989,1,10258,1,2,2,2,1,1,3,4,2,3,1984,2,2
1989,1,10259,1,5,5,2,2,2,3,4,2,3,1980,2,2
1989,2,10259,2,2,2,2,1,1,3,4,2,3,1967,2,2
1989,3,10259,1,2,2,2,1,1,3,4,2,3,1977,2,2
1989,1,10260,2,2,2,2,1,1,3,4,2,3,1989,2,2
1989,1,10261,1,3,3,2,1,1,3,4,2,3,1982,2,2
1989,2,10261,1,2,2,2,1,1,3,4,2,3,1977,2,2
1989,1,10262,1,3,3,2,1,1,3,4,2,3,1983,2,2
1989,1,10263,1,2,2,2,1,1,3,4,2,3,1979,2,2
1989,1,10264,6,4,4,2,1,1,3,4,2,3,1975,2,2
1989,2,10264,1,2,2,2,1,1,3,4,2,3,1979,2,2
1989,1,10265,1,2,2,2,2,2,3,4,1,3,1974,2,2
1989,2,10265,4,2,2,2,1,1,3,4,2,3,1976,2,2
1989,1,10266,2,2,2,1,1,1,3,4,1,3,1979,2,2
1989,1,10267,1,2,2,1,1,1,3,4,1,3,1989,2,2
